payment_id,merchant_id,customer_id,invoice_id,gateway_id,payment_method_id,amount,currency,payment_status,payment_reference,initiated_at,completed_at,processing_time_ms
PAY0000366,MER000027,CUS000195,INV0000182,GTW006,PM019,20866,INR,Captured,TXN100000365,2024-11-16 20:03:00,2024-11-16 20:08:00,4160
PAY0000367,MER000052,CUS000110,INV0000799,GTW016,PM013,711,INR,Captured,TXN100000366,2024-03-31 04:39:00,2024-03-31 04:46:00,459
PAY0000368,MER000068,CUS000049,INV0000749,GTW001,PM001,82241,INR,Captured,TXN100000367,2025-01-17 00:57:00,2025-01-17 01:11:00,6159
PAY0000369,MER000040,CUS000043,INV0000711,GTW003,PM002,39185,INR,Captured,TXN100000368,2024-12-18 09:08:00,2024-12-18 09:17:00,7919
PAY0000370,MER000018,CUS000088,INV0000746,GTW016,PM012,98419,INR,Captured,TXN100000369,2025-06-16 19:33:00,2025-06-16 19:48:00,1693
PAY0000371,MER000028,CUS000188,INV0000929,GTW001,PM019,66243,INR,Captured,TXN100000370,2025-02-17 00:14:00,2025-02-17 00:17:00,1534
PAY0000372,MER000033,CUS000198,INV0000729,GTW018,PM020,6468,INR,Authorized,TXN100000371,2025-10-28 01:24:00,,5015
PAY0000373,MER000007,CUS000177,,GTW004,PM014,58337,INR,Pending,TXN100000372,2025-11-08 03:41:00,,3265
PAY0000374,MER000002,CUS000078,INV0000259,GTW014,PM004,86932,INR,Captured,TXN100000373,2025-04-30 22:09:00,2025-04-30 22:20:00,4412
PAY0000375,MER000066,CUS000185,INV0000621,GTW020,PM004,37154,INR,Authorized,TXN100000374,2024-05-20 13:53:00,,1083
PAY0000376,MER000067,CUS000250,INV0000510,GTW007,PM012,92300,INR,Pending,TXN100000375,2024-07-22 19:12:00,,3506
PAY0000377,MER000062,CUS000085,INV0000041,GTW008,PM001,1771,INR,Captured,TXN100000376,2025-07-15 15:58:00,2025-07-15 16:13:00,5652
PAY0000378,MER000066,CUS000020,INV0000114,GTW004,PM009,84554,INR,Captured,TXN100000377,2025-08-10 21:31:00,2025-08-10 21:33:00,2043
PAY0000379,MER000006,CUS000219,INV0000304,GTW010,PM012,88805,INR,Captured,TXN100000378,2024-09-27 14:03:00,2024-09-27 14:06:00,2711
PAY0000380,MER000022,CUS000085,INV0000119,GTW012,PM015,81601,INR,Authorized,TXN100000379,2024-04-07 01:00:00,,2347
PAY0000381,MER000052,CUS000103,,GTW015,PM009,50656,INR,Captured,TXN100000380,2024-04-05 11:52:00,2024-04-05 11:54:00,5801
PAY0000382,MER000015,CUS000034,,GTW002,PM006,13693,INR,Pending,TXN100000381,2025-03-07 20:56:00,,3558
PAY0000383,MER000049,CUS000200,,GTW012,PM020,3877,INR,Captured,TXN100000382,2025-05-09 18:43:00,2025-05-09 18:53:00,7216
PAY0000384,MER000053,CUS000113,INV0000859,GTW002,PM003,34390,INR,Captured,TXN100000383,2024-05-13 15:58:00,2024-05-13 16:13:00,5515
PAY0000385,MER000029,CUS000245,INV0000722,GTW011,PM017,68664,INR,Failed,TXN100000384,2025-11-25 16:49:00,2025-11-25 17:01:00,5788
PAY0000386,MER000050,CUS000039,INV0000098,GTW018,PM020,7252,INR,Captured,TXN100000385,2025-03-19 21:46:00,2025-03-19 21:52:00,245
PAY0000387,MER000010,CUS000193,INV0000161,GTW016,PM011,31674,INR,Captured,TXN100000386,2025-06-01 15:54:00,2025-06-01 15:57:00,2860
PAY0000388,MER000052,CUS000210,,GTW008,PM003,60274,INR,Captured,TXN100000387,2024-02-21 16:14:00,2024-02-21 16:21:00,3788
PAY0000389,MER000003,CUS000027,INV0000459,GTW013,PM014,4796,INR,Captured,TXN100000388,2024-03-31 15:28:00,2024-03-31 15:36:00,4714
PAY0000390,MER000066,CUS000144,INV0000846,GTW007,PM015,44776,INR,Captured,TXN100000389,2024-04-03 19:39:00,2024-04-03 19:54:00,3126
PAY0000391,MER000061,CUS000184,INV0000837,GTW012,PM015,15045,INR,Captured,TXN100000390,2024-08-16 14:21:00,2024-08-16 14:31:00,948
PAY0000392,MER000038,CUS000141,INV0000228,GTW017,PM012,92125,INR,Pending,TXN100000391,2024-01-03 10:22:00,,1020
PAY0000393,MER000053,CUS000028,INV0000169,GTW009,PM020,25779,INR,Failed,TXN100000392,2025-05-19 04:52:00,2025-05-19 05:04:00,1686
PAY0000394,MER000025,CUS000184,INV0000873,GTW011,PM004,99341,INR,Pending,TXN100000393,2025-02-06 06:29:00,,3545
PAY0000395,MER000058,CUS000118,INV0000649,GTW019,PM017,17747,INR,Pending,TXN100000394,2025-11-19 18:07:00,,4236
PAY0000396,MER000062,CUS000237,INV0000754,GTW017,PM006,90777,INR,Captured,TXN100000395,2024-02-19 17:59:00,2024-02-19 18:09:00,4889
PAY0000397,MER000042,CUS000130,INV0000835,GTW013,PM014,79922,INR,Failed,TXN100000396,2024-05-11 03:24:00,2024-05-11 03:34:00,7653
PAY0000398,MER000018,CUS000036,INV0000255,GTW014,PM020,91852,INR,Settled,TXN100000397,2024-10-07 12:21:00,2024-10-07 12:29:00,7411
PAY0000399,MER000028,CUS000052,INV0000307,GTW007,PM020,93735,INR,Failed,TXN100000398,2025-07-14 10:45:00,2025-07-14 10:54:00,2530
PAY0000400,MER000065,CUS000139,INV0000944,GTW011,PM004,99816,INR,Failed,TXN100000399,2025-11-19 04:45:00,2025-11-19 04:48:00,3035
PAY0000401,MER000069,CUS000074,INV0000597,GTW014,PM001,68615,INR,Captured,TXN100000400,2025-08-07 21:45:00,2025-08-07 21:57:00,1022
PAY0000402,MER000021,CUS000074,INV0000149,GTW009,PM005,8230,INR,Captured,TXN100000401,2024-02-24 21:03:00,2024-02-24 21:16:00,5807
PAY0000403,MER000014,CUS000158,INV0000209,GTW018,PM008,97409,INR,Pending,TXN100000402,2025-07-08 01:22:00,,5451
PAY0000404,MER000049,CUS000100,INV0000244,GTW014,PM011,72468,INR,Failed,TXN100000403,2025-06-07 22:18:00,2025-06-07 22:19:00,590
PAY0000405,MER000057,CUS000213,INV0000258,GTW008,PM012,99073,INR,Pending,TXN100000404,2024-07-26 19:55:00,,4970
PAY0000406,MER000010,CUS000048,INV0000618,GTW006,PM017,15743,INR,Captured,TXN100000405,2024-07-20 23:12:00,2024-07-20 23:15:00,3240
PAY0000407,MER000033,CUS000002,INV0000286,GTW011,PM015,93120,INR,Captured,TXN100000406,2025-07-23 08:08:00,2025-07-23 08:22:00,7829
PAY0000408,MER000039,CUS000126,INV0000158,GTW019,PM018,47034,INR,Pending,TXN100000407,2024-11-26 19:03:00,,747
PAY0000409,MER000065,CUS000041,INV0000326,GTW014,PM018,70490,INR,Captured,TXN100000408,2025-06-22 07:11:00,2025-06-22 07:24:00,3454
PAY0000410,MER000028,CUS000244,INV0000227,GTW020,PM017,62340,INR,Captured,TXN100000409,2024-08-06 21:21:00,2024-08-06 21:26:00,4748
PAY0000411,MER000032,CUS000246,INV0000665,GTW002,PM011,50087,INR,Captured,TXN100000410,2024-01-10 03:42:00,2024-01-10 03:46:00,7653
PAY0000412,MER000067,CUS000211,INV0000117,GTW012,PM017,66780,INR,Failed,TXN100000411,2025-01-30 08:34:00,2025-01-30 08:35:00,3800
PAY0000413,MER000022,CUS000249,INV0000304,GTW018,PM018,1060,INR,Captured,TXN100000412,2025-10-29 06:20:00,2025-10-29 06:22:00,5285
PAY0000414,MER000014,CUS000053,INV0000687,GTW018,PM014,84846,INR,Failed,TXN100000413,2025-10-06 06:55:00,2025-10-06 07:09:00,6840
PAY0000415,MER000012,CUS000019,,GTW002,PM006,33118,INR,Failed,TXN100000414,2024-06-06 00:29:00,2024-06-06 00:30:00,4721
PAY0000416,MER000052,CUS000111,INV0000842,GTW011,PM001,51152,INR,Captured,TXN100000415,2024-08-21 08:26:00,2024-08-21 08:37:00,5665
PAY0000417,MER000006,CUS000180,INV0000007,GTW003,PM012,66007,INR,Captured,TXN100000416,2025-10-18 23:39:00,2025-10-18 23:51:00,1019
PAY0000418,MER000057,CUS000098,INV0000703,GTW013,PM001,62226,INR,Captured,TXN100000417,2024-11-04 19:05:00,2024-11-04 19:20:00,1430
PAY0000419,MER000039,CUS000174,INV0000140,GTW012,PM001,72651,INR,Settled,TXN100000418,2025-02-04 17:18:00,2025-02-04 17:21:00,7316
PAY0000420,MER000011,CUS000079,INV0000127,GTW007,PM012,27852,INR,Captured,TXN100000419,2024-02-12 00:36:00,2024-02-12 00:45:00,3530
PAY0000421,MER000033,CUS000050,,GTW004,PM006,88046,INR,Captured,TXN100000420,2025-06-08 04:10:00,2025-06-08 04:20:00,6700
PAY0000422,MER000009,CUS000065,INV0000056,GTW004,PM007,95204,INR,Captured,TXN100000421,2025-07-16 14:41:00,2025-07-16 14:46:00,4906
PAY0000423,MER000037,CUS000159,INV0000339,GTW003,PM007,41752,INR,Failed,TXN100000422,2024-12-31 04:42:00,2024-12-31 04:44:00,4130
PAY0000424,MER000047,CUS000207,INV0000632,GTW011,PM014,22203,INR,Captured,TXN100000423,2025-11-06 09:44:00,2025-11-06 09:54:00,189
PAY0000425,MER000047,CUS000035,INV0000805,GTW011,PM016,60766,INR,Captured,TXN100000424,2024-08-14 22:47:00,2024-08-14 22:52:00,3798
PAY0000426,MER000011,CUS000216,INV0000313,GTW009,PM005,70697,INR,Captured,TXN100000425,2025-05-13 17:06:00,2025-05-13 17:16:00,1759
PAY0000427,MER000065,CUS000162,INV0000908,GTW001,PM019,75977,INR,Captured,TXN100000426,2025-10-03 02:46:00,2025-10-03 02:47:00,3468
PAY0000428,MER000061,CUS000168,INV0000218,GTW005,PM012,51545,INR,Captured,TXN100000427,2024-02-07 17:16:00,2024-02-07 17:25:00,1979
PAY0000429,MER000065,CUS000131,,GTW003,PM013,47792,INR,Captured,TXN100000428,2025-08-26 23:54:00,2025-08-27 00:02:00,4263
PAY0000430,MER000018,CUS000115,INV0000245,GTW006,PM006,74333,INR,Pending,TXN100000429,2025-09-20 21:10:00,,7921
PAY0000431,MER000006,CUS000057,INV0000894,GTW016,PM008,8339,INR,Captured,TXN100000430,2024-05-29 23:46:00,2024-05-29 23:52:00,2315
PAY0000432,MER000047,CUS000100,INV0000044,GTW016,PM015,6186,INR,Authorized,TXN100000431,2025-11-15 06:33:00,,476
PAY0000433,MER000036,CUS000214,,GTW009,PM019,71449,INR,Settled,TXN100000432,2024-11-27 03:45:00,2024-11-27 03:56:00,4820
PAY0000434,MER000010,CUS000133,INV0000670,GTW009,PM013,29315,INR,Failed,TXN100000433,2025-01-22 11:37:00,2025-01-22 11:51:00,4380
PAY0000435,MER000001,CUS000129,INV0000837,GTW005,PM015,21806,INR,Captured,TXN100000434,2024-12-19 15:50:00,2024-12-19 16:00:00,2034
PAY0000436,MER000016,CUS000170,INV0000659,GTW008,PM014,43383,INR,Captured,TXN100000435,2024-10-14 06:09:00,2024-10-14 06:15:00,6050
PAY0000437,MER000053,CUS000006,INV0000692,GTW008,PM002,16862,INR,Captured,TXN100000436,2025-05-05 15:13:00,2025-05-05 15:24:00,4848
PAY0000438,MER000019,CUS000015,INV0000138,GTW006,PM009,23697,INR,Authorized,TXN100000437,2025-10-06 16:02:00,,4382
PAY0000439,MER000037,CUS000243,,GTW003,PM007,58977,INR,Captured,TXN100000438,2025-09-05 18:40:00,2025-09-05 18:52:00,5118
PAY0000440,MER000019,CUS000204,,GTW019,PM006,81785,INR,Pending,TXN100000439,2025-05-08 05:14:00,,5553
PAY0000441,MER000049,CUS000099,INV0000172,GTW005,PM004,2270,INR,Captured,TXN100000440,2024-12-16 14:38:00,2024-12-16 14:42:00,1807
PAY0000442,MER000013,CUS000046,INV0000932,GTW016,PM020,78718,INR,Pending,TXN100000441,2025-05-31 21:26:00,,469
PAY0000443,MER000017,CUS000231,,GTW020,PM018,257,INR,Captured,TXN100000442,2025-06-28 16:48:00,2025-06-28 16:56:00,7497
PAY0000444,MER000006,CUS000179,,GTW017,PM014,30179,INR,Captured,TXN100000443,2025-11-25 20:27:00,2025-11-25 20:33:00,7837
PAY0000445,MER000013,CUS000109,INV0000809,GTW005,PM009,62639,INR,Pending,TXN100000444,2025-01-25 11:37:00,,6423
PAY0000446,MER000053,CUS000066,INV0000880,GTW007,PM001,93049,INR,Authorized,TXN100000445,2024-03-26 09:38:00,,6241
PAY0000447,MER000027,CUS000177,INV0000592,GTW011,PM014,47583,INR,Captured,TXN100000446,2025-06-19 03:33:00,2025-06-19 03:44:00,1023
PAY0000448,MER000055,CUS000145,INV0000668,GTW012,PM020,36218,INR,Authorized,TXN100000447,2025-08-22 08:16:00,,5725
PAY0000449,MER000048,CUS000144,INV0000209,GTW018,PM016,33363,INR,Captured,TXN100000448,2025-02-27 17:50:00,2025-02-27 17:53:00,2662
PAY0000450,MER000016,CUS000192,INV0000793,GTW008,PM015,91760,INR,Authorized,TXN100000449,2025-02-11 23:08:00,,7926
PAY0000451,MER000007,CUS000042,INV0000220,GTW013,PM001,12039,INR,Captured,TXN100000450,2025-06-04 12:50:00,2025-06-04 12:59:00,6894
PAY0000452,MER000048,CUS000021,INV0000949,GTW020,PM002,95060,INR,Captured,TXN100000451,2025-09-06 13:05:00,2025-09-06 13:09:00,3298
PAY0000453,MER000008,CUS000243,,GTW006,PM016,57636,INR,Captured,TXN100000452,2025-02-14 19:41:00,2025-02-14 19:53:00,237
PAY0000454,MER000066,CUS000133,INV0000673,GTW008,PM020,22314,INR,Captured,TXN100000453,2025-06-14 09:12:00,2025-06-14 09:22:00,5671
PAY0000455,MER000052,CUS000091,INV0000245,GTW013,PM013,76918,INR,Captured,TXN100000454,2025-11-01 00:10:00,2025-11-01 00:15:00,1790
PAY0000456,MER000045,CUS000089,INV0000755,GTW009,PM008,79577,INR,Captured,TXN100000455,2024-03-11 02:35:00,2024-03-11 02:49:00,1743
PAY0000457,MER000014,CUS000144,INV0000414,GTW003,PM017,38668,INR,Captured,TXN100000456,2025-08-11 00:16:00,2025-08-11 00:25:00,2935
PAY0000458,MER000033,CUS000178,,GTW015,PM013,73915,INR,Captured,TXN100000457,2025-06-09 08:56:00,2025-06-09 09:09:00,4111
PAY0000459,MER000004,CUS000124,INV0000776,GTW004,PM009,8954,INR,Captured,TXN100000458,2024-12-13 14:43:00,2024-12-13 14:53:00,3284
PAY0000460,MER000053,CUS000245,INV0000226,GTW012,PM017,70308,INR,Pending,TXN100000459,2025-11-24 22:14:00,,229
PAY0000461,MER000044,CUS000020,INV0000270,GTW018,PM006,62563,INR,Captured,TXN100000460,2024-09-11 09:05:00,2024-09-11 09:17:00,2721
PAY0000462,MER000025,CUS000128,INV0000916,GTW007,PM008,96494,INR,Authorized,TXN100000461,2025-08-10 08:11:00,,2132
PAY0000463,MER000046,CUS000040,,GTW004,PM004,10387,INR,Pending,TXN100000462,2024-07-30 07:12:00,,5686
PAY0000464,MER000070,CUS000246,,GTW002,PM016,48753,INR,Pending,TXN100000463,2025-05-19 19:00:00,,5234
PAY0000465,MER000066,CUS000072,INV0000920,GTW013,PM008,98426,INR,Captured,TXN100000464,2025-08-11 08:31:00,2025-08-11 08:44:00,4874
PAY0000466,MER000051,CUS000221,INV0000539,GTW006,PM015,15876,INR,Captured,TXN100000465,2025-03-09 15:34:00,2025-03-09 15:40:00,5870
PAY0000467,MER000013,CUS000084,INV0000324,GTW012,PM020,34139,INR,Captured,TXN100000466,2024-01-09 00:43:00,2024-01-09 00:53:00,1683
PAY0000468,MER000064,CUS000109,INV0000243,GTW007,PM014,91943,INR,Captured,TXN100000467,2024-10-02 15:39:00,2024-10-02 15:42:00,6311
PAY0000469,MER000030,CUS000209,INV0000875,GTW004,PM009,31007,INR,Captured,TXN100000468,2025-02-14 08:28:00,2025-02-14 08:31:00,4699
PAY0000470,MER000061,CUS000207,INV0000391,GTW001,PM006,55349,INR,Settled,TXN100000469,2024-07-19 04:51:00,2024-07-19 04:54:00,4242
PAY0000471,MER000063,CUS000077,INV0000915,GTW009,PM018,74527,INR,Failed,TXN100000470,2025-10-07 16:34:00,2025-10-07 16:47:00,540
PAY0000472,MER000061,CUS000215,INV0000708,GTW004,PM015,97695,INR,Pending,TXN100000471,2024-06-16 01:13:00,,2891
PAY0000473,MER000045,CUS000006,INV0000369,GTW014,PM004,46118,INR,Pending,TXN100000472,2025-07-27 17:59:00,,7255
PAY0000474,MER000023,CUS000200,INV0000621,GTW010,PM012,42710,INR,Captured,TXN100000473,2024-07-22 18:36:00,2024-07-22 18:45:00,5664
PAY0000475,MER000019,CUS000223,INV0000794,GTW006,PM011,55388,INR,Captured,TXN100000474,2025-04-02 02:24:00,2025-04-02 02:32:00,5321
PAY0000476,MER000041,CUS000168,INV0000415,GTW010,PM009,79449,INR,Captured,TXN100000475,2024-03-14 02:10:00,2024-03-14 02:16:00,5430
PAY0000477,MER000053,CUS000043,INV0000909,GTW006,PM001,16489,INR,Captured,TXN100000476,2025-03-31 11:47:00,2025-03-31 11:55:00,6111
PAY0000478,MER000009,CUS000240,INV0000258,GTW016,PM018,7155,INR,Captured,TXN100000477,2024-03-22 06:10:00,2024-03-22 06:12:00,365
PAY0000479,MER000050,CUS000080,INV0000537,GTW008,PM008,96777,INR,Captured,TXN100000478,2024-03-26 03:16:00,2024-03-26 03:18:00,2477
PAY0000480,MER000046,CUS000221,INV0000130,GTW011,PM016,61335,INR,Captured,TXN100000479,2024-05-14 16:53:00,2024-05-14 16:54:00,7284
PAY0000481,MER000070,CUS000046,INV0000279,GTW019,PM020,59940,INR,Settled,TXN100000480,2025-07-15 14:08:00,2025-07-15 14:20:00,5319
PAY0000482,MER000040,CUS000233,INV0000899,GTW012,PM016,70835,INR,Captured,TXN100000481,2025-07-31 13:33:00,2025-07-31 13:42:00,2010
PAY0000483,MER000002,CUS000001,INV0000453,GTW017,PM005,45173,INR,Captured,TXN100000482,2024-11-11 11:26:00,2024-11-11 11:31:00,2499
PAY0000484,MER000038,CUS000153,INV0000009,GTW008,PM001,71955,INR,Captured,TXN100000483,2025-05-18 15:19:00,2025-05-18 15:26:00,3210
PAY0000485,MER000050,CUS000213,INV0000904,GTW013,PM008,34569,INR,Captured,TXN100000484,2025-07-28 13:25:00,2025-07-28 13:37:00,798
PAY0000486,MER000037,CUS000167,INV0000246,GTW018,PM009,54220,INR,Failed,TXN100000485,2025-06-13 19:51:00,2025-06-13 19:56:00,1690
PAY0000487,MER000058,CUS000070,,GTW020,PM016,24713,INR,Captured,TXN100000486,2024-07-05 04:18:00,2024-07-05 04:26:00,2776
PAY0000488,MER000035,CUS000033,INV0000051,GTW015,PM001,30614,INR,Settled,TXN100000487,2025-07-01 00:11:00,2025-07-01 00:16:00,888
PAY0000489,MER000064,CUS000096,INV0000506,GTW015,PM002,43386,INR,Captured,TXN100000488,2024-08-10 10:26:00,2024-08-10 10:39:00,807
PAY0000490,MER000010,CUS000140,INV0000975,GTW016,PM006,25291,INR,Pending,TXN100000489,2024-05-29 01:17:00,,7487
PAY0000491,MER000032,CUS000099,INV0000837,GTW015,PM008,96781,INR,Settled,TXN100000490,2025-01-25 00:07:00,2025-01-25 00:19:00,424
PAY0000492,MER000050,CUS000175,INV0000753,GTW010,PM011,20889,INR,Settled,TXN100000491,2024-04-06 16:42:00,2024-04-06 16:50:00,5304
PAY0000493,MER000039,CUS000051,INV0000763,GTW012,PM002,87485,INR,Captured,TXN100000492,2025-07-16 16:07:00,2025-07-16 16:18:00,1934
PAY0000494,MER000036,CUS000150,,GTW004,PM013,31962,INR,Captured,TXN100000493,2024-08-29 20:27:00,2024-08-29 20:30:00,223
PAY0000495,MER000048,CUS000198,,GTW003,PM008,20769,INR,Failed,TXN100000494,2025-08-18 22:30:00,2025-08-18 22:33:00,4245
PAY0000496,MER000020,CUS000180,INV0000634,GTW018,PM004,16592,INR,Captured,TXN100000495,2024-12-12 20:03:00,2024-12-12 20:14:00,4146
PAY0000497,MER000025,CUS000006,INV0000572,GTW013,PM012,95048,INR,Authorized,TXN100000496,2025-10-22 11:51:00,,1253
PAY0000498,MER000063,CUS000049,INV0000041,GTW019,PM006,71353,INR,Captured,TXN100000497,2025-05-11 22:28:00,2025-05-11 22:37:00,2998
PAY0000499,MER000021,CUS000018,INV0000480,GTW017,PM005,59001,INR,Authorized,TXN100000498,2024-10-08 19:58:00,,2572
PAY0000500,MER000065,CUS000098,INV0000555,GTW006,PM001,81329,INR,Pending,TXN100000499,2025-01-10 14:00:00,,7169
PAY0000501,MER000050,CUS000049,INV0000636,GTW017,PM016,72381,INR,Captured,TXN100000500,2024-09-01 10:46:00,2024-09-01 10:55:00,1412
PAY0000502,MER000009,CUS000012,INV0000331,GTW005,PM006,4199,INR,Captured,TXN100000501,2025-02-23 20:20:00,2025-02-23 20:29:00,1805
PAY0000503,MER000063,CUS000135,INV0000197,GTW020,PM019,33646,INR,Captured,TXN100000502,2024-04-11 01:36:00,2024-04-11 01:43:00,552
PAY0000504,MER000063,CUS000238,INV0000621,GTW003,PM015,83844,INR,Authorized,TXN100000503,2024-03-13 00:59:00,,647
PAY0000505,MER000035,CUS000136,INV0000762,GTW002,PM003,39933,INR,Failed,TXN100000504,2025-03-01 11:50:00,2025-03-01 12:04:00,788
PAY0000506,MER000050,CUS000049,,GTW007,PM017,86198,INR,Failed,TXN100000505,2025-06-15 03:06:00,2025-06-15 03:15:00,2187
PAY0000507,MER000014,CUS000197,INV0000971,GTW019,PM012,88507,INR,Captured,TXN100000506,2024-07-02 17:47:00,2024-07-02 17:59:00,3907
PAY0000508,MER000065,CUS000087,INV0000438,GTW006,PM018,78732,INR,Captured,TXN100000507,2024-04-16 05:50:00,2024-04-16 05:57:00,3779
PAY0000509,MER000053,CUS000196,,GTW014,PM011,79845,INR,Pending,TXN100000508,2024-11-18 17:20:00,,2121
PAY0000510,MER000058,CUS000115,INV0000220,GTW013,PM001,95299,INR,Failed,TXN100000509,2025-01-19 17:59:00,2025-01-19 18:05:00,433
PAY0000511,MER000039,CUS000002,,GTW010,PM008,28257,INR,Captured,TXN100000510,2025-09-02 00:33:00,2025-09-02 00:48:00,7160
PAY0000512,MER000020,CUS000025,INV0000791,GTW002,PM015,46716,INR,Captured,TXN100000511,2024-10-09 17:32:00,2024-10-09 17:47:00,1428
PAY0000513,MER000012,CUS000147,INV0000376,GTW013,PM019,28599,INR,Captured,TXN100000512,2025-08-19 07:14:00,2025-08-19 07:19:00,6165
PAY0000514,MER000013,CUS000153,INV0000333,GTW010,PM002,95886,INR,Pending,TXN100000513,2025-05-09 05:31:00,,6771
PAY0000515,MER000056,CUS000107,INV0000081,GTW004,PM008,98099,INR,Authorized,TXN100000514,2024-02-27 10:22:00,,5497
PAY0000516,MER000040,CUS000135,INV0000951,GTW002,PM011,70869,INR,Captured,TXN100000515,2024-01-12 20:49:00,2024-01-12 20:50:00,4777
PAY0000517,MER000058,CUS000193,INV0000515,GTW020,PM019,66255,INR,Failed,TXN100000516,2024-08-14 04:03:00,2024-08-14 04:10:00,887
PAY0000518,MER000007,CUS000141,INV0000297,GTW013,PM009,11251,INR,Captured,TXN100000517,2025-02-07 04:08:00,2025-02-07 04:16:00,3414
PAY0000519,MER000051,CUS000167,INV0000793,GTW019,PM007,73653,INR,Captured,TXN100000518,2024-05-13 04:30:00,2024-05-13 04:38:00,5196
PAY0000520,MER000056,CUS000083,,GTW019,PM003,14849,INR,Captured,TXN100000519,2025-06-20 07:15:00,2025-06-20 07:28:00,5652
PAY0000521,MER000004,CUS000198,INV0000375,GTW010,PM006,45938,INR,Captured,TXN100000520,2024-12-22 06:20:00,2024-12-22 06:31:00,5198
PAY0000522,MER000030,CUS000052,INV0000823,GTW012,PM005,99417,INR,Captured,TXN100000521,2025-03-28 19:09:00,2025-03-28 19:24:00,6117
PAY0000523,MER000019,CUS000223,,GTW010,PM001,45093,INR,Captured,TXN100000522,2024-04-25 23:03:00,2024-04-25 23:13:00,5833
PAY0000524,MER000069,CUS000055,INV0000313,GTW007,PM018,68685,INR,Captured,TXN100000523,2025-04-05 15:01:00,2025-04-05 15:13:00,6296
PAY0000525,MER000003,CUS000097,INV0000495,GTW019,PM017,5799,INR,Failed,TXN100000524,2025-09-29 23:09:00,2025-09-29 23:20:00,2242
PAY0000526,MER000002,CUS000018,INV0000291,GTW013,PM009,86998,INR,Captured,TXN100000525,2024-07-24 22:39:00,2024-07-24 22:47:00,7130
PAY0000527,MER000050,CUS000060,,GTW013,PM017,93120,INR,Captured,TXN100000526,2025-01-03 03:01:00,2025-01-03 03:16:00,965
PAY0000528,MER000065,CUS000248,,GTW015,PM018,93484,INR,Captured,TXN100000527,2025-05-11 19:34:00,2025-05-11 19:38:00,326
PAY0000529,MER000021,CUS000005,INV0000945,GTW012,PM012,46680,INR,Captured,TXN100000528,2025-06-26 09:21:00,2025-06-26 09:33:00,5271
PAY0000530,MER000004,CUS000242,INV0000514,GTW018,PM009,29667,INR,Captured,TXN100000529,2024-10-09 01:40:00,2024-10-09 01:47:00,1392
PAY0000531,MER000030,CUS000107,INV0000403,GTW008,PM019,20121,INR,Failed,TXN100000530,2025-11-03 04:05:00,2025-11-03 04:14:00,3643
PAY0000532,MER000018,CUS000149,,GTW018,PM007,18202,INR,Captured,TXN100000531,2025-09-11 10:28:00,2025-09-11 10:32:00,2681
PAY0000533,MER000019,CUS000168,INV0000921,GTW019,PM006,41714,INR,Settled,TXN100000532,2025-06-20 04:27:00,2025-06-20 04:40:00,705
PAY0000534,MER000019,CUS000187,INV0000972,GTW001,PM011,54369,INR,Pending,TXN100000533,2024-05-01 05:20:00,,3518
PAY0000535,MER000014,CUS000034,INV0000764,GTW006,PM001,80313,INR,Captured,TXN100000534,2025-10-14 23:17:00,2025-10-14 23:21:00,5204
PAY0000536,MER000004,CUS000092,INV0000581,GTW003,PM016,17675,INR,Captured,TXN100000535,2025-09-19 07:38:00,2025-09-19 07:49:00,4265
PAY0000537,MER000063,CUS000122,INV0000481,GTW005,PM006,25430,INR,Authorized,TXN100000536,2025-10-27 11:11:00,,2003
PAY0000538,MER000026,CUS000194,INV0000783,GTW007,PM003,23309,INR,Captured,TXN100000537,2024-01-16 08:26:00,2024-01-16 08:37:00,7744
PAY0000539,MER000059,CUS000228,,GTW008,PM014,53166,INR,Failed,TXN100000538,2025-03-25 19:31:00,2025-03-25 19:45:00,6508
PAY0000540,MER000069,CUS000135,INV0000753,GTW002,PM017,14428,INR,Captured,TXN100000539,2025-01-24 23:20:00,2025-01-24 23:32:00,3849
PAY0000541,MER000006,CUS000143,INV0000899,GTW013,PM017,82760,INR,Captured,TXN100000540,2024-02-13 07:33:00,2024-02-13 07:45:00,553
PAY0000542,MER000060,CUS000043,INV0000451,GTW014,PM010,80464,INR,Pending,TXN100000541,2025-02-11 09:49:00,,7678
PAY0000543,MER000065,CUS000029,INV0000530,GTW006,PM019,91341,INR,Captured,TXN100000542,2024-05-25 14:53:00,2024-05-25 14:55:00,4626
PAY0000544,MER000026,CUS000226,INV0000424,GTW015,PM003,32878,INR,Captured,TXN100000543,2024-11-27 14:01:00,2024-11-27 14:11:00,2804
PAY0000545,MER000058,CUS000163,INV0000929,GTW012,PM003,68757,INR,Captured,TXN100000544,2024-06-16 22:46:00,2024-06-16 22:48:00,5944
PAY0000546,MER000006,CUS000197,INV0000811,GTW006,PM011,74220,INR,Captured,TXN100000545,2025-06-07 19:10:00,2025-06-07 19:17:00,7287
PAY0000547,MER000007,CUS000108,INV0000154,GTW010,PM010,95803,INR,Pending,TXN100000546,2024-06-15 04:11:00,,6446
PAY0000548,MER000026,CUS000001,,GTW020,PM009,1700,INR,Captured,TXN100000547,2024-10-22 20:11:00,2024-10-22 20:14:00,3907
PAY0000549,MER000031,CUS000056,INV0000511,GTW019,PM016,59572,INR,Authorized,TXN100000548,2025-07-10 00:38:00,,3509
