attempt_id,payment_id,gateway_id,attempt_number,attempt_status,failure_reason,started_at,completed_at
ATT0000266,PAY0000984,GTW006,3,Success,,2025-09-26 12:09:52,2025-09-26 12:10:00
ATT0000267,PAY0000065,GTW019,3,Success,,2024-01-20 14:20:26,2024-01-20 14:20:31
ATT0000268,PAY0000846,GTW007,2,Success,,2025-09-18 15:55:54,2025-09-18 15:55:56
ATT0000269,PAY0001446,GTW005,3,Success,,2024-11-28 21:30:33,2024-11-28 21:30:46
ATT0000270,PAY0000643,GTW006,2,Failed,Customer Cancelled,2024-12-16 17:22:43,2024-12-16 17:22:52
ATT0000271,PAY0000992,GTW007,1,Success,,2024-11-01 07:19:49,2024-11-01 07:19:59
ATT0000272,PAY0001444,GTW007,3,Success,,2024-11-20 15:22:35,2024-11-20 15:22:44
ATT0000273,PAY0000590,GTW004,3,Success,,2025-01-23 12:52:22,2025-01-23 12:52:27
ATT0000274,PAY0000595,GTW002,2,Failed,Daily Limit Exceeded,2024-03-21 11:59:28,2024-03-21 11:59:37
ATT0000275,PAY0000439,GTW007,3,Success,,2025-07-29 22:17:08,2025-07-29 22:17:12
ATT0000276,PAY0001261,GTW019,1,Success,,2025-11-16 16:14:40,2025-11-16 16:14:48
ATT0000277,PAY0000108,GTW004,2,Success,,2025-04-28 03:43:49,2025-04-28 03:43:54
ATT0000278,PAY0000011,GTW018,1,Success,,2025-05-02 15:41:12,2025-05-02 15:41:22
ATT0000279,PAY0000658,GTW010,3,Success,,2024-04-01 20:36:14,2024-04-01 20:36:32
ATT0000280,PAY0001481,GTW002,1,Success,,2024-06-29 01:53:25,2024-06-29 01:53:41
ATT0000281,PAY0000382,GTW010,1,Success,,2025-08-04 19:06:59,2025-08-04 19:07:10
ATT0000282,PAY0000583,GTW015,3,Success,,2025-05-20 04:54:32,2025-05-20 04:54:47
ATT0000283,PAY0000559,GTW007,1,Success,,2025-04-14 20:16:45,2025-04-14 20:16:51
ATT0000284,PAY0000029,GTW011,2,Success,,2024-07-16 05:39:54,2024-07-16 05:40:07
ATT0000285,PAY0000876,GTW017,2,Success,,2025-11-16 03:11:08,2025-11-16 03:11:24
ATT0000286,PAY0000663,GTW008,1,Success,,2024-08-29 14:48:17,2024-08-29 14:48:28
ATT0000287,PAY0000619,GTW019,3,Success,,2024-09-24 20:23:44,2024-09-24 20:23:52
ATT0000288,PAY0000128,GTW004,2,Success,,2025-02-19 21:32:59,2025-02-19 21:33:09
ATT0000289,PAY0001414,GTW004,3,Failed,Network Error,2024-10-29 11:39:14,2024-10-29 11:39:22
ATT0000290,PAY0000980,GTW005,2,Success,,2025-09-12 11:26:44,2025-09-12 11:27:02
ATT0000291,PAY0000965,GTW018,3,Failed,Fraud Check Failed,2024-09-10 21:48:38,2024-09-10 21:48:41
ATT0000292,PAY0000915,GTW017,3,Success,,2025-07-31 03:03:53,2025-07-31 03:04:11
ATT0000293,PAY0001036,GTW007,3,Success,,2024-06-17 10:54:33,2024-06-17 10:54:48
ATT0000294,PAY0000239,GTW007,3,Success,,2024-04-03 16:28:51,2024-04-03 16:28:53
ATT0000295,PAY0000929,GTW005,3,Success,,2025-07-31 01:35:29,2025-07-31 01:35:39
ATT0000296,PAY0001482,GTW001,2,Success,,2024-01-04 23:13:37,2024-01-04 23:13:40
ATT0000297,PAY0000093,GTW014,2,Success,,2025-07-08 01:59:57,2025-07-08 02:00:00
ATT0000298,PAY0000967,GTW002,2,Success,,2024-05-18 20:46:41,2024-05-18 20:46:55
ATT0000299,PAY0000767,GTW013,2,Failed,Network Error,2025-01-21 12:05:43,2025-01-21 12:06:01
ATT0000300,PAY0001339,GTW012,1,Success,,2025-07-04 12:33:08,2025-07-04 12:33:16
ATT0000301,PAY0000008,GTW001,2,Success,,2025-07-11 13:34:24,2025-07-11 13:34:32
ATT0000302,PAY0000507,GTW015,2,Success,,2024-07-12 23:48:07,2024-07-12 23:48:09
ATT0000303,PAY0001353,GTW014,3,Success,,2024-01-17 07:13:04,2024-01-17 07:13:08
ATT0000304,PAY0001217,GTW002,2,Success,,2024-02-19 07:47:02,2024-02-19 07:47:15
ATT0000305,PAY0000899,GTW008,3,Success,,2024-02-27 04:32:18,2024-02-27 04:32:26
ATT0000306,PAY0001499,GTW019,2,Success,,2025-11-19 10:15:19,2025-11-19 10:15:24
ATT0000307,PAY0001353,GTW017,1,Success,,2024-10-08 01:35:37,2024-10-08 01:35:43
ATT0000308,PAY0001283,GTW014,3,Success,,2024-12-18 20:42:24,2024-12-18 20:42:41
ATT0000309,PAY0000653,GTW014,2,Success,,2025-01-20 05:48:34,2025-01-20 05:48:50
ATT0000310,PAY0000494,GTW008,2,Failed,Bank Declined,2024-05-27 14:58:03,2024-05-27 14:58:21
ATT0000311,PAY0000854,GTW018,3,Success,,2024-09-05 08:13:21,2024-09-05 08:13:24
ATT0000312,PAY0000922,GTW012,1,Success,,2024-07-14 01:17:24,2024-07-14 01:17:44
ATT0000313,PAY0001235,GTW002,1,Success,,2025-08-24 23:42:35,2025-08-24 23:42:42
ATT0000314,PAY0000982,GTW007,2,Success,,2024-01-16 06:59:12,2024-01-16 06:59:16
ATT0000315,PAY0000981,GTW008,3,Success,,2024-07-28 12:58:15,2024-07-28 12:58:33
ATT0000316,PAY0000659,GTW010,2,Success,,2025-10-26 11:19:16,2025-10-26 11:19:28
ATT0000317,PAY0001051,GTW016,2,Success,,2025-04-25 10:58:13,2025-04-25 10:58:25
ATT0000318,PAY0000641,GTW014,1,Success,,2024-08-14 23:09:01,2024-08-14 23:09:10
ATT0000319,PAY0001134,GTW019,3,Success,,2024-10-29 04:12:21,2024-10-29 04:12:29
ATT0000320,PAY0000778,GTW019,1,Success,,2025-11-01 21:21:16,2025-11-01 21:21:32
ATT0000321,PAY0001482,GTW016,2,Success,,2024-12-26 05:08:46,2024-12-26 05:09:04
ATT0000322,PAY0001001,GTW006,3,Failed,Insufficient Funds,2024-03-01 16:02:53,2024-03-01 16:02:56
ATT0000323,PAY0000014,GTW014,1,Failed,UPI Timeout,2024-08-24 02:45:09,2024-08-24 02:45:10
ATT0000324,PAY0001036,GTW015,2,Success,,2025-10-15 21:59:39,2025-10-15 21:59:55
ATT0000325,PAY0001351,GTW016,1,Success,,2025-07-18 13:00:01,2025-07-18 13:00:18
ATT0000326,PAY0001480,GTW009,3,Failed,Network Error,2024-01-18 16:52:44,2024-01-18 16:52:58
ATT0000327,PAY0000220,GTW004,3,Success,,2024-07-15 19:33:16,2024-07-15 19:33:28
ATT0000328,PAY0000548,GTW013,1,Success,,2025-02-19 14:36:15,2025-02-19 14:36:23
ATT0000329,PAY0000615,GTW003,3,Failed,Bank Declined,2025-10-27 01:05:25,2025-10-27 01:05:38
ATT0000330,PAY0001132,GTW016,1,Success,,2024-06-24 02:31:54,2024-06-24 02:32:08
ATT0000331,PAY0001321,GTW011,3,Failed,UPI Timeout,2024-04-07 16:58:02,2024-04-07 16:58:10
ATT0000332,PAY0001418,GTW019,2,Success,,2024-03-17 21:59:17,2024-03-17 21:59:35
ATT0000333,PAY0001155,GTW002,1,Failed,Bank Declined,2024-11-18 00:13:37,2024-11-18 00:13:42
ATT0000334,PAY0000158,GTW010,1,Success,,2025-08-03 12:43:57,2025-08-03 12:44:15
ATT0000335,PAY0000680,GTW013,3,Success,,2024-03-21 16:47:22,2024-03-21 16:47:24
ATT0000336,PAY0000201,GTW014,1,Failed,Bank Declined,2024-12-14 19:49:39,2024-12-14 19:49:59
ATT0000337,PAY0000669,GTW001,3,Success,,2025-04-06 15:14:22,2025-04-06 15:14:40
ATT0000338,PAY0000769,GTW014,1,Success,,2025-11-07 12:05:49,2025-11-07 12:06:09
ATT0000339,PAY0000605,GTW008,3,Success,,2024-10-01 04:24:45,2024-10-01 04:24:50
ATT0000340,PAY0000798,GTW011,2,Success,,2024-01-06 09:28:23,2024-01-06 09:28:32
ATT0000341,PAY0000210,GTW005,1,Success,,2025-04-04 17:35:32,2025-04-04 17:35:46
ATT0000342,PAY0000212,GTW001,1,Success,,2024-04-05 19:38:50,2024-04-05 19:39:01
ATT0000343,PAY0000789,GTW001,2,Success,,2024-03-27 23:57:35,2024-03-27 23:57:43
ATT0000344,PAY0001172,GTW017,1,Success,,2024-06-22 04:17:19,2024-06-22 04:17:28
ATT0000345,PAY0001010,GTW005,1,Success,,2024-10-09 13:19:30,2024-10-09 13:19:33
ATT0000346,PAY0000740,GTW009,1,Success,,2025-05-22 19:39:12,2025-05-22 19:39:27
ATT0000347,PAY0000220,GTW005,2,Success,,2025-02-09 10:53:39,2025-02-09 10:53:52
ATT0000348,PAY0000675,GTW015,2,Success,,2025-10-28 19:08:19,2025-10-28 19:08:30
ATT0000349,PAY0001236,GTW007,2,Success,,2025-02-11 10:18:47,2025-02-11 10:19:03
ATT0000350,PAY0001180,GTW008,2,Success,,2025-02-06 11:07:59,2025-02-06 11:08:18
ATT0000351,PAY0000410,GTW019,3,Success,,2025-07-17 00:46:29,2025-07-17 00:46:36
ATT0000352,PAY0000898,GTW010,3,Success,,2025-02-22 21:31:08,2025-02-22 21:31:18
ATT0000353,PAY0000496,GTW009,3,Success,,2025-03-09 12:04:28,2025-03-09 12:04:48
ATT0000354,PAY0000982,GTW019,2,Success,,2025-03-04 17:02:50,2025-03-04 17:03:02
ATT0000355,PAY0001437,GTW018,3,Success,,2024-03-28 03:49:15,2024-03-28 03:49:27
ATT0000356,PAY0000341,GTW020,1,Success,,2025-10-22 21:41:25,2025-10-22 21:41:36
ATT0000357,PAY0000882,GTW004,1,Success,,2024-08-15 16:47:33,2024-08-15 16:47:51
ATT0000358,PAY0001189,GTW019,1,Success,,2025-02-04 14:49:43,2025-02-04 14:50:02
ATT0000359,PAY0001415,GTW017,1,Success,,2024-01-26 15:06:18,2024-01-26 15:06:32
ATT0000360,PAY0000176,GTW004,3,Success,,2024-11-15 10:29:50,2024-11-15 10:29:57
ATT0000361,PAY0001068,GTW016,2,Success,,2025-03-24 23:44:28,2025-03-24 23:44:39
ATT0000362,PAY0000138,GTW010,1,Failed,Network Error,2024-04-27 00:54:21,2024-04-27 00:54:25
ATT0000363,PAY0000500,GTW017,1,Success,,2024-12-04 17:27:29,2024-12-04 17:27:37
ATT0000364,PAY0000830,GTW006,1,Success,,2025-03-18 12:01:47,2025-03-18 12:02:07
ATT0000365,PAY0000405,GTW015,3,Success,,2024-01-05 22:13:13,2024-01-05 22:13:22
ATT0000366,PAY0001442,GTW003,3,Success,,2025-07-03 05:23:20,2025-07-03 05:23:27
ATT0000367,PAY0000938,GTW004,2,Success,,2025-05-16 16:40:20,2025-05-16 16:40:40
ATT0000368,PAY0000796,GTW020,2,Success,,2024-12-22 11:54:29,2024-12-22 11:54:49
ATT0000369,PAY0000354,GTW010,3,Success,,2025-11-19 04:20:07,2025-11-19 04:20:15
ATT0000370,PAY0000626,GTW004,1,Success,,2024-05-24 16:24:26,2024-05-24 16:24:46
ATT0000371,PAY0000283,GTW019,2,Success,,2025-05-13 20:34:44,2025-05-13 20:34:50
ATT0000372,PAY0001137,GTW006,2,Success,,2024-07-10 10:53:28,2024-07-10 10:53:48
ATT0000373,PAY0000110,GTW012,1,Success,,2024-07-18 12:35:32,2024-07-18 12:35:48
ATT0000374,PAY0000838,GTW016,2,Success,,2025-03-30 15:10:05,2025-03-30 15:10:24
ATT0000375,PAY0000064,GTW008,2,Success,,2024-08-18 17:18:10,2024-08-18 17:18:25
ATT0000376,PAY0001159,GTW016,3,Success,,2025-08-09 03:17:49,2025-08-09 03:18:07
ATT0000377,PAY0000752,GTW018,1,Success,,2025-03-27 17:13:27,2025-03-27 17:13:31
ATT0000378,PAY0001339,GTW008,2,Failed,Daily Limit Exceeded,2024-02-03 14:16:22,2024-02-03 14:16:25
ATT0000379,PAY0000241,GTW008,1,Failed,Bank Declined,2025-08-25 22:22:55,2025-08-25 22:23:15
ATT0000380,PAY0000340,GTW020,1,Success,,2024-07-30 01:36:22,2024-07-30 01:36:40
ATT0000381,PAY0000576,GTW020,3,Success,,2024-10-26 09:36:17,2024-10-26 09:36:34
ATT0000382,PAY0001392,GTW004,1,Failed,Network Error,2025-02-25 01:17:55,2025-02-25 01:18:00
ATT0000383,PAY0000512,GTW005,3,Success,,2024-09-10 21:25:31,2024-09-10 21:25:36
ATT0000384,PAY0001183,GTW009,3,Success,,2025-04-07 02:40:50,2025-04-07 02:40:53
ATT0000385,PAY0000826,GTW017,3,Success,,2025-01-12 14:31:20,2025-01-12 14:31:39
ATT0000386,PAY0000006,GTW003,3,Failed,Fraud Check Failed,2025-10-12 21:44:22,2025-10-12 21:44:25
ATT0000387,PAY0000815,GTW007,2,Failed,Card Expired,2025-05-21 08:20:53,2025-05-21 08:21:03
ATT0000388,PAY0001121,GTW019,1,Success,,2025-05-11 10:57:43,2025-05-11 10:57:45
ATT0000389,PAY0000095,GTW004,3,Success,,2025-04-15 00:07:59,2025-04-15 00:08:05
ATT0000390,PAY0000904,GTW015,1,Failed,Invalid OTP,2025-03-14 06:44:58,2025-03-14 06:45:03
ATT0000391,PAY0000326,GTW009,1,Success,,2024-09-13 02:23:42,2024-09-13 02:23:48
ATT0000392,PAY0000107,GTW013,3,Success,,2024-08-27 13:41:05,2024-08-27 13:41:09
ATT0000393,PAY0000003,GTW007,2,Success,,2025-08-30 07:33:43,2025-08-30 07:33:58
ATT0000394,PAY0000020,GTW001,3,Success,,2024-05-03 13:44:08,2024-05-03 13:44:24
ATT0000395,PAY0000146,GTW008,2,Success,,2024-04-14 03:20:23,2024-04-14 03:20:33
ATT0000396,PAY0000281,GTW013,1,Success,,2025-11-24 04:04:33,2025-11-24 04:04:52
ATT0000397,PAY0000018,GTW020,3,Success,,2024-12-25 23:13:40,2024-12-25 23:13:45
ATT0000398,PAY0000844,GTW020,3,Success,,2024-08-10 02:57:06,2024-08-10 02:57:11
ATT0000399,PAY0000253,GTW019,3,Success,,2025-03-15 10:50:08,2025-03-15 10:50:16
ATT0000400,PAY0000568,GTW003,1,Success,,2025-09-06 23:38:18,2025-09-06 23:38:19
ATT0000401,PAY0001349,GTW010,1,Success,,2025-06-05 06:47:25,2025-06-05 06:47:35
ATT0000402,PAY0001324,GTW002,1,Success,,2024-04-25 07:31:40,2024-04-25 07:32:00
ATT0000403,PAY0000146,GTW017,1,Failed,Bank Declined,2024-11-20 04:24:55,2024-11-20 04:25:14
ATT0000404,PAY0000749,GTW018,3,Success,,2025-04-27 02:01:37,2025-04-27 02:01:40
ATT0000405,PAY0000029,GTW009,1,Success,,2024-03-02 12:32:18,2024-03-02 12:32:35
ATT0000406,PAY0000851,GTW014,3,Success,,2025-10-17 17:34:39,2025-10-17 17:34:44
ATT0000407,PAY0000569,GTW003,2,Success,,2024-07-27 04:34:20,2024-07-27 04:34:33
ATT0000408,PAY0001202,GTW003,2,Success,,2024-09-01 01:15:05,2024-09-01 01:15:19
ATT0000409,PAY0000238,GTW015,3,Success,,2024-11-12 21:47:42,2024-11-12 21:47:48
ATT0000410,PAY0000245,GTW001,3,Success,,2024-01-12 05:31:22,2024-01-12 05:31:39
ATT0000411,PAY0001060,GTW009,1,Success,,2024-10-02 23:56:07,2024-10-02 23:56:08
ATT0000412,PAY0000687,GTW014,2,Success,,2024-09-26 22:36:40,2024-09-26 22:36:43
ATT0000413,PAY0001017,GTW015,3,Success,,2025-05-26 18:10:23,2025-05-26 18:10:29
ATT0000414,PAY0000523,GTW004,3,Success,,2024-04-28 07:47:32,2024-04-28 07:47:33
ATT0000415,PAY0000091,GTW001,1,Success,,2025-01-07 12:58:09,2025-01-07 12:58:15
ATT0000416,PAY0000073,GTW018,3,Success,,2025-03-05 07:20:15,2025-03-05 07:20:29
ATT0000417,PAY0001476,GTW011,2,Failed,Network Error,2025-08-08 11:07:32,2025-08-08 11:07:34
ATT0000418,PAY0000458,GTW017,1,Failed,Card Expired,2024-03-11 14:55:18,2024-03-11 14:55:28
ATT0000419,PAY0000177,GTW018,2,Success,,2024-07-24 09:36:50,2024-07-24 09:37:00
ATT0000420,PAY0001276,GTW008,2,Success,,2025-05-20 06:46:57,2025-05-20 06:47:15
ATT0000421,PAY0000503,GTW005,1,Failed,Card Expired,2024-01-25 07:34:22,2024-01-25 07:34:23
ATT0000422,PAY0000003,GTW013,3,Success,,2024-04-16 06:33:15,2024-04-16 06:33:29
ATT0000423,PAY0001008,GTW002,1,Success,,2024-04-05 01:58:14,2024-04-05 01:58:31
ATT0000424,PAY0000846,GTW012,2,Failed,Bank Declined,2024-03-27 18:06:32,2024-03-27 18:06:37
ATT0000425,PAY0000154,GTW019,3,Success,,2025-11-09 04:15:18,2025-11-09 04:15:27
ATT0000426,PAY0000646,GTW013,3,Failed,Bank Timeout,2024-11-30 10:28:17,2024-11-30 10:28:25
ATT0000427,PAY0000416,GTW005,3,Success,,2024-04-18 05:28:29,2024-04-18 05:28:40
ATT0000428,PAY0000833,GTW004,3,Success,,2024-07-31 14:19:29,2024-07-31 14:19:38
ATT0000429,PAY0000246,GTW003,1,Failed,UPI Timeout,2024-11-07 22:44:38,2024-11-07 22:44:40
ATT0000430,PAY0000672,GTW005,1,Success,,2024-12-30 12:32:03,2024-12-30 12:32:13
ATT0000431,PAY0000533,GTW006,1,Failed,Bank Timeout,2025-04-08 17:47:35,2025-04-08 17:47:43
ATT0000432,PAY0000947,GTW004,1,Success,,2024-03-04 07:08:12,2024-03-04 07:08:25
ATT0000433,PAY0000763,GTW003,3,Success,,2024-03-17 00:04:12,2024-03-17 00:04:27
ATT0000434,PAY0000264,GTW003,2,Success,,2025-04-17 01:10:59,2025-04-17 01:11:18
ATT0000435,PAY0000888,GTW013,2,Success,,2025-11-30 13:11:22,2025-11-30 13:11:29
ATT0000436,PAY0000384,GTW009,2,Success,,2024-06-01 01:39:39,2024-06-01 01:39:59
ATT0000437,PAY0000504,GTW010,2,Success,,2025-07-17 15:03:05,2025-07-17 15:03:14
ATT0000438,PAY0000785,GTW005,2,Success,,2025-06-22 07:40:51,2025-06-22 07:41:09
ATT0000439,PAY0000040,GTW013,3,Success,,2025-07-11 15:22:58,2025-07-11 15:23:17
ATT0000440,PAY0001029,GTW011,2,Success,,2024-01-27 10:38:14,2024-01-27 10:38:15
ATT0000441,PAY0000576,GTW002,2,Success,,2025-08-21 07:10:06,2025-08-21 07:10:14
ATT0000442,PAY0001346,GTW008,2,Success,,2024-02-27 07:36:54,2024-02-27 07:37:07
ATT0000443,PAY0000727,GTW006,1,Success,,2024-11-21 23:44:22,2024-11-21 23:44:41
ATT0000444,PAY0000058,GTW012,3,Success,,2025-07-30 06:53:51,2025-07-30 06:54:07
ATT0000445,PAY0001111,GTW010,1,Success,,2024-04-02 01:14:38,2024-04-02 01:14:46
ATT0000446,PAY0000041,GTW017,2,Success,,2025-09-20 06:51:08,2025-09-20 06:51:19
ATT0000447,PAY0001469,GTW006,2,Success,,2024-05-31 18:45:58,2024-05-31 18:46:03
ATT0000448,PAY0000228,GTW017,2,Failed,Bank Timeout,2025-01-17 22:42:25,2025-01-17 22:42:44
ATT0000449,PAY0000690,GTW010,2,Success,,2024-06-10 23:27:50,2024-06-10 23:28:06
ATT0000450,PAY0001330,GTW011,1,Success,,2025-07-29 22:56:59,2025-07-29 22:57:19
ATT0000451,PAY0000731,GTW008,3,Success,,2024-06-28 12:19:46,2024-06-28 12:19:56
ATT0000452,PAY0000261,GTW006,3,Success,,2025-08-09 12:54:49,2025-08-09 12:55:08
ATT0000453,PAY0000067,GTW006,3,Success,,2025-09-18 07:40:36,2025-09-18 07:40:40
ATT0000454,PAY0001017,GTW005,2,Success,,2024-08-31 11:20:10,2024-08-31 11:20:13
ATT0000455,PAY0001452,GTW011,2,Success,,2024-08-02 07:44:04,2024-08-02 07:44:16
ATT0000456,PAY0000526,GTW004,3,Success,,2025-01-30 14:46:26,2025-01-30 14:46:32
ATT0000457,PAY0000848,GTW016,2,Success,,2025-01-19 03:53:30,2025-01-19 03:53:49
ATT0000458,PAY0001334,GTW008,1,Success,,2024-02-04 09:01:20,2024-02-04 09:01:29
ATT0000459,PAY0000215,GTW003,2,Success,,2025-01-19 05:46:04,2025-01-19 05:46:22
ATT0000460,PAY0000191,GTW011,3,Failed,Customer Cancelled,2025-05-09 22:01:27,2025-05-09 22:01:33
ATT0000461,PAY0000890,GTW006,1,Success,,2024-07-29 06:26:44,2024-07-29 06:27:02
ATT0000462,PAY0001479,GTW018,2,Success,,2024-10-31 07:06:03,2024-10-31 07:06:16
ATT0000463,PAY0001171,GTW018,2,Success,,2025-01-04 00:27:05,2025-01-04 00:27:15
ATT0000464,PAY0001356,GTW020,2,Success,,2024-01-27 06:10:40,2024-01-27 06:10:50
ATT0000465,PAY0000168,GTW016,1,Success,,2025-02-11 15:31:57,2025-02-11 15:32:06
ATT0000466,PAY0000187,GTW018,2,Success,,2025-01-25 11:11:28,2025-01-25 11:11:30
ATT0000467,PAY0000540,GTW015,2,Success,,2024-10-02 18:03:09,2024-10-02 18:03:13
ATT0000468,PAY0000176,GTW012,3,Success,,2025-08-26 07:35:03,2025-08-26 07:35:16
ATT0000469,PAY0001071,GTW014,3,Success,,2025-05-01 18:56:15,2025-05-01 18:56:31
ATT0000470,PAY0000613,GTW003,2,Failed,Customer Cancelled,2024-02-05 16:36:57,2024-02-05 16:37:14
ATT0000471,PAY0001388,GTW020,1,Success,,2025-04-04 05:10:13,2025-04-04 05:10:20
ATT0000472,PAY0000259,GTW002,2,Success,,2025-11-30 13:12:52,2025-11-30 13:12:57
ATT0000473,PAY0001219,GTW009,2,Failed,Fraud Check Failed,2024-03-09 02:24:35,2024-03-09 02:24:48
ATT0000474,PAY0000668,GTW009,3,Success,,2024-01-13 22:39:37,2024-01-13 22:39:54
ATT0000475,PAY0000860,GTW004,2,Success,,2025-08-03 18:37:48,2025-08-03 18:37:52
ATT0000476,PAY0000217,GTW019,1,Success,,2025-07-02 11:56:26,2025-07-02 11:56:35
ATT0000477,PAY0000785,GTW016,3,Success,,2024-02-08 05:17:25,2024-02-08 05:17:30
ATT0000478,PAY0001267,GTW020,3,Success,,2024-02-09 12:56:56,2024-02-09 12:57:07
ATT0000479,PAY0001415,GTW008,1,Success,,2024-10-02 11:01:21,2024-10-02 11:01:31
ATT0000480,PAY0000637,GTW009,2,Failed,Card Expired,2024-04-10 07:08:19,2024-04-10 07:08:34
ATT0000481,PAY0000552,GTW014,3,Success,,2024-07-11 14:13:58,2024-07-11 14:14:12
ATT0000482,PAY0000993,GTW017,2,Failed,Bank Declined,2025-06-11 05:04:19,2025-06-11 05:04:36
ATT0000483,PAY0000278,GTW017,3,Success,,2024-07-16 06:53:03,2024-07-16 06:53:11
ATT0000484,PAY0000068,GTW015,1,Failed,Fraud Check Failed,2024-07-22 08:23:52,2024-07-22 08:24:07
ATT0000485,PAY0000813,GTW004,3,Success,,2025-01-16 15:38:28,2025-01-16 15:38:34
ATT0000486,PAY0000972,GTW019,3,Success,,2024-06-16 08:47:53,2024-06-16 08:47:56
ATT0000487,PAY0000584,GTW001,2,Success,,2025-08-08 06:54:14,2025-08-08 06:54:22
ATT0000488,PAY0001388,GTW007,2,Success,,2025-06-09 00:55:49,2025-06-09 00:55:50
ATT0000489,PAY0000971,GTW005,3,Success,,2024-01-09 07:16:38,2024-01-09 07:16:48
ATT0000490,PAY0001460,GTW009,2,Failed,Invalid OTP,2024-12-23 14:16:13,2024-12-23 14:16:28
ATT0000491,PAY0001387,GTW017,3,Success,,2024-04-14 00:32:42,2024-04-14 00:32:54
ATT0000492,PAY0001150,GTW020,3,Success,,2025-12-01 03:30:04,2025-12-01 03:30:15
ATT0000493,PAY0000567,GTW011,2,Success,,2025-10-29 09:12:09,2025-10-29 09:12:26
ATT0000494,PAY0000493,GTW002,3,Success,,2024-11-23 21:08:46,2024-11-23 21:08:47
ATT0000495,PAY0001343,GTW016,2,Success,,2025-03-04 12:24:47,2025-03-04 12:24:49
ATT0000496,PAY0001195,GTW019,1,Success,,2024-08-15 21:34:40,2024-08-15 21:34:56
ATT0000497,PAY0001376,GTW012,3,Success,,2024-06-23 21:56:35,2024-06-23 21:56:41
ATT0000498,PAY0000602,GTW004,2,Success,,2024-09-21 23:51:35,2024-09-21 23:51:41
ATT0000499,PAY0001393,GTW011,3,Success,,2024-12-29 07:47:55,2024-12-29 07:48:05
ATT0000500,PAY0000862,GTW011,2,Success,,2024-10-28 14:54:07,2024-10-28 14:54:23
ATT0000501,PAY0000110,GTW019,3,Failed,Bank Timeout,2024-03-13 15:56:12,2024-03-13 15:56:29
ATT0000502,PAY0001395,GTW013,3,Success,,2024-02-25 04:08:12,2024-02-25 04:08:23
ATT0000503,PAY0000839,GTW019,2,Success,,2024-07-03 02:31:21,2024-07-03 02:31:27
ATT0000504,PAY0000642,GTW002,1,Success,,2024-08-02 05:36:48,2024-08-02 05:36:54
ATT0000505,PAY0001003,GTW003,1,Success,,2025-10-10 13:25:27,2025-10-10 13:25:43
ATT0000506,PAY0000786,GTW001,1,Success,,2025-01-17 00:57:20,2025-01-17 00:57:37
ATT0000507,PAY0000391,GTW001,3,Success,,2024-09-11 07:44:56,2024-09-11 07:45:08
ATT0000508,PAY0000640,GTW005,1,Success,,2025-08-25 09:10:04,2025-08-25 09:10:06
ATT0000509,PAY0000611,GTW010,2,Success,,2025-09-02 16:21:27,2025-09-02 16:21:32
ATT0000510,PAY0000702,GTW016,2,Success,,2024-06-17 12:01:14,2024-06-17 12:01:22
ATT0000511,PAY0001490,GTW005,1,Success,,2025-08-26 16:10:07,2025-08-26 16:10:19
ATT0000512,PAY0001457,GTW002,2,Failed,Insufficient Funds,2024-09-18 17:39:03,2024-09-18 17:39:23
ATT0000513,PAY0001356,GTW004,3,Failed,Bank Declined,2024-02-19 22:07:26,2024-02-19 22:07:41
ATT0000514,PAY0000254,GTW018,2,Success,,2024-06-05 06:44:43,2024-06-05 06:44:44
ATT0000515,PAY0000617,GTW014,3,Success,,2025-06-16 08:39:38,2025-06-16 08:39:43
ATT0000516,PAY0000858,GTW004,3,Success,,2024-04-30 09:07:50,2024-04-30 09:07:54
ATT0000517,PAY0001020,GTW007,3,Success,,2024-09-26 16:12:22,2024-09-26 16:12:36
ATT0000518,PAY0000605,GTW006,1,Success,,2024-07-31 22:59:30,2024-07-31 22:59:41
ATT0000519,PAY0000481,GTW001,1,Success,,2024-04-23 18:42:31,2024-04-23 18:42:36
ATT0000520,PAY0000185,GTW017,1,Success,,2024-04-13 08:41:14,2024-04-13 08:41:29
ATT0000521,PAY0000607,GTW009,2,Success,,2024-06-27 01:54:18,2024-06-27 01:54:30
ATT0000522,PAY0001387,GTW011,2,Success,,2024-04-07 01:00:54,2024-04-07 01:00:59
ATT0000523,PAY0001359,GTW006,2,Success,,2025-03-24 19:17:56,2025-03-24 19:17:59
ATT0000524,PAY0000764,GTW011,1,Success,,2025-02-13 14:17:53,2025-02-13 14:18:06
ATT0000525,PAY0001413,GTW016,2,Success,,2024-06-19 03:08:44,2024-06-19 03:08:46
ATT0000526,PAY0000327,GTW004,2,Failed,Customer Cancelled,2025-05-09 18:43:28,2025-05-09 18:43:34
ATT0000527,PAY0000778,GTW012,3,Success,,2025-12-01 23:57:08,2025-12-01 23:57:24
ATT0000528,PAY0001000,GTW004,2,Success,,2024-03-05 08:41:20,2024-03-05 08:41:21
ATT0000529,PAY0001443,GTW017,3,Success,,2025-08-01 07:42:55,2025-08-01 07:43:06
ATT0000530,PAY0001064,GTW017,3,Success,,2024-04-07 13:42:46,2024-04-07 13:42:54
ATT0000531,PAY0000987,GTW012,3,Success,,2025-01-29 04:53:52,2025-01-29 04:54:10
ATT0000532,PAY0001256,GTW002,1,Success,,2024-06-09 16:54:30,2024-06-09 16:54:46
