event_id,payment_id,event_type,previous_status,current_status,event_timestamp,gateway_response_code,gateway_message,retry_count
EVT00000931,PAY0000240,PaymentAuthorized,Created,Authorized,2024-07-21 13:09:00,200,Authorization successful,1
EVT00000932,PAY0000240,PaymentCaptured,Authorized,Captured,2024-07-21 13:11:00,201,Payment captured,2
EVT00000933,PAY0000240,PaymentSettled,Captured,Settled,2024-07-21 13:13:00,202,Settlement completed,3
EVT00000934,PAY0000241,PaymentCreated,NULL,Created,2025-10-25 04:58:00,100,Payment initiated,0
EVT00000935,PAY0000241,PaymentAuthorized,Created,Authorized,2025-10-25 05:00:00,200,Authorization successful,1
EVT00000936,PAY0000241,PaymentCaptured,Authorized,Captured,2025-10-25 05:02:00,201,Payment captured,2
EVT00000937,PAY0000241,PaymentSettled,Captured,Settled,2025-10-25 05:04:00,202,Settlement completed,3
EVT00000938,PAY0000242,PaymentCreated,NULL,Created,2024-05-25 02:03:00,100,Payment initiated,0
EVT00000939,PAY0000242,PaymentAuthorized,Created,Authorized,2024-05-25 02:05:00,200,Authorization successful,1
EVT00000940,PAY0000242,PaymentCaptured,Authorized,Captured,2024-05-25 02:07:00,201,Payment captured,2
EVT00000941,PAY0000242,PaymentSettled,Captured,Settled,2024-05-25 02:09:00,202,Settlement completed,3
EVT00000942,PAY0000243,PaymentCreated,NULL,Created,2024-11-10 19:47:00,100,Payment initiated,0
EVT00000943,PAY0000243,PaymentAuthorized,Created,Authorized,2024-11-10 19:49:00,200,Authorization successful,1
EVT00000944,PAY0000243,PaymentCaptured,Authorized,Captured,2024-11-10 19:51:00,201,Payment captured,2
EVT00000945,PAY0000243,PaymentSettled,Captured,Settled,2024-11-10 19:53:00,202,Settlement completed,3
EVT00000946,PAY0000244,PaymentCreated,NULL,Created,2024-10-22 14:07:00,100,Payment initiated,0
EVT00000947,PAY0000244,PaymentAuthorized,Created,Authorized,2024-10-22 14:09:00,200,Authorization successful,1
EVT00000948,PAY0000244,PaymentCaptured,Authorized,Captured,2024-10-22 14:11:00,201,Payment captured,2
EVT00000949,PAY0000244,PaymentSettled,Captured,Settled,2024-10-22 14:13:00,202,Settlement completed,3
EVT00000950,PAY0000245,PaymentCreated,NULL,Created,2024-11-07 22:25:00,100,Payment initiated,0
EVT00000951,PAY0000245,PaymentAuthorized,Created,Authorized,2024-11-07 22:27:00,200,Authorization successful,1
EVT00000952,PAY0000245,PaymentCaptured,Authorized,Captured,2024-11-07 22:29:00,201,Payment captured,2
EVT00000953,PAY0000245,PaymentSettled,Captured,Settled,2024-11-07 22:31:00,202,Settlement completed,3
EVT00000954,PAY0000246,PaymentCreated,NULL,Created,2025-05-27 17:31:00,100,Payment initiated,0
EVT00000955,PAY0000246,PaymentAuthorized,Created,Authorized,2025-05-27 17:33:00,200,Authorization successful,1
EVT00000956,PAY0000246,PaymentCaptured,Authorized,Captured,2025-05-27 17:35:00,201,Payment captured,2
EVT00000957,PAY0000246,PaymentSettled,Captured,Settled,2025-05-27 17:37:00,202,Settlement completed,3
EVT00000958,PAY0000247,PaymentCreated,NULL,Created,2025-09-04 01:56:00,100,Payment initiated,0
EVT00000959,PAY0000247,PaymentAuthorized,Created,Authorized,2025-09-04 01:58:00,200,Authorization successful,1
EVT00000960,PAY0000247,PaymentCaptured,Authorized,Captured,2025-09-04 02:00:00,201,Payment captured,2
EVT00000961,PAY0000247,PaymentSettled,Captured,Settled,2025-09-04 02:02:00,202,Settlement completed,3
EVT00000962,PAY0000248,PaymentCreated,NULL,Created,2024-11-26 19:16:00,100,Payment initiated,0
EVT00000963,PAY0000248,PaymentAuthorized,Created,Authorized,2024-11-26 19:18:00,200,Authorization successful,1
EVT00000964,PAY0000248,PaymentFailed,Authorized,Failed,2024-11-26 19:20:00,500,Transaction failed,2
EVT00000965,PAY0000249,PaymentCreated,NULL,Created,2024-08-22 21:53:00,100,Payment initiated,0
EVT00000966,PAY0000249,PaymentAuthorized,Created,Authorized,2024-08-22 21:55:00,200,Authorization successful,1
EVT00000967,PAY0000249,PaymentCaptured,Authorized,Captured,2024-08-22 21:57:00,201,Payment captured,2
EVT00000968,PAY0000249,PaymentSettled,Captured,Settled,2024-08-22 21:59:00,202,Settlement completed,3
EVT00000969,PAY0000250,PaymentCreated,NULL,Created,2025-08-24 00:48:00,100,Payment initiated,0
EVT00000970,PAY0000250,PaymentAuthorized,Created,Authorized,2025-08-24 00:50:00,200,Authorization successful,1
EVT00000971,PAY0000250,PaymentCaptured,Authorized,Captured,2025-08-24 00:52:00,201,Payment captured,2
EVT00000972,PAY0000250,PaymentSettled,Captured,Settled,2025-08-24 00:54:00,202,Settlement completed,3
EVT00000973,PAY0000251,PaymentCreated,NULL,Created,2024-10-02 18:02:00,100,Payment initiated,0
EVT00000974,PAY0000251,PaymentAuthorized,Created,Authorized,2024-10-02 18:04:00,200,Authorization successful,1
EVT00000975,PAY0000251,PaymentCaptured,Authorized,Captured,2024-10-02 18:06:00,201,Payment captured,2
EVT00000976,PAY0000251,PaymentSettled,Captured,Settled,2024-10-02 18:08:00,202,Settlement completed,3
EVT00000977,PAY0000252,PaymentCreated,NULL,Created,2024-06-28 15:33:00,100,Payment initiated,0
EVT00000978,PAY0000252,PaymentAuthorized,Created,Authorized,2024-06-28 15:35:00,200,Authorization successful,1
EVT00000979,PAY0000252,PaymentCaptured,Authorized,Captured,2024-06-28 15:37:00,201,Payment captured,2
EVT00000980,PAY0000252,PaymentSettled,Captured,Settled,2024-06-28 15:39:00,202,Settlement completed,3
EVT00000981,PAY0000253,PaymentCreated,NULL,Created,2024-10-11 05:37:00,100,Payment initiated,0
EVT00000982,PAY0000253,PaymentAuthorized,Created,Authorized,2024-10-11 05:39:00,200,Authorization successful,1
EVT00000983,PAY0000253,PaymentCaptured,Authorized,Captured,2024-10-11 05:41:00,201,Payment captured,2
EVT00000984,PAY0000253,PaymentSettled,Captured,Settled,2024-10-11 05:43:00,202,Settlement completed,3
EVT00000985,PAY0000254,PaymentCreated,NULL,Created,2025-05-18 02:30:00,100,Payment initiated,0
EVT00000986,PAY0000254,PaymentAuthorized,Created,Authorized,2025-05-18 02:32:00,200,Authorization successful,1
EVT00000987,PAY0000254,PaymentCaptured,Authorized,Captured,2025-05-18 02:34:00,201,Payment captured,2
EVT00000988,PAY0000254,PaymentSettled,Captured,Settled,2025-05-18 02:36:00,202,Settlement completed,3
EVT00000989,PAY0000255,PaymentCreated,NULL,Created,2024-12-07 10:42:00,100,Payment initiated,0
EVT00000990,PAY0000255,PaymentAuthorized,Created,Authorized,2024-12-07 10:44:00,200,Authorization successful,1
EVT00000991,PAY0000255,PaymentFailed,Authorized,Failed,2024-12-07 10:46:00,500,Transaction failed,2
EVT00000992,PAY0000256,PaymentCreated,NULL,Created,2024-06-13 10:26:00,100,Payment initiated,0
EVT00000993,PAY0000256,PaymentAuthorized,Created,Authorized,2024-06-13 10:28:00,200,Authorization successful,1
EVT00000994,PAY0000256,PaymentCaptured,Authorized,Captured,2024-06-13 10:30:00,201,Payment captured,2
EVT00000995,PAY0000256,PaymentSettled,Captured,Settled,2024-06-13 10:32:00,202,Settlement completed,3
EVT00000996,PAY0000257,PaymentCreated,NULL,Created,2024-10-22 21:25:00,100,Payment initiated,0
EVT00000997,PAY0000257,PaymentAuthorized,Created,Authorized,2024-10-22 21:27:00,200,Authorization successful,1
EVT00000998,PAY0000257,PaymentCaptured,Authorized,Captured,2024-10-22 21:29:00,201,Payment captured,2
EVT00000999,PAY0000257,PaymentSettled,Captured,Settled,2024-10-22 21:31:00,202,Settlement completed,3
EVT00001000,PAY0000258,PaymentCreated,NULL,Created,2025-07-17 01:29:00,100,Payment initiated,0
EVT00001001,PAY0000258,PaymentAuthorized,Created,Authorized,2025-07-17 01:31:00,200,Authorization successful,1
EVT00001002,PAY0000258,PaymentFailed,Authorized,Failed,2025-07-17 01:33:00,500,Transaction failed,2
EVT00001003,PAY0000259,PaymentCreated,NULL,Created,2024-09-15 10:07:00,100,Payment initiated,0
EVT00001004,PAY0000259,PaymentAuthorized,Created,Authorized,2024-09-15 10:09:00,200,Authorization successful,1
EVT00001005,PAY0000259,PaymentCaptured,Authorized,Captured,2024-09-15 10:11:00,201,Payment captured,2
EVT00001006,PAY0000259,PaymentSettled,Captured,Settled,2024-09-15 10:13:00,202,Settlement completed,3
EVT00001007,PAY0000260,PaymentCreated,NULL,Created,2025-02-17 16:52:00,100,Payment initiated,0
EVT00001008,PAY0000260,PaymentAuthorized,Created,Authorized,2025-02-17 16:54:00,200,Authorization successful,1
EVT00001009,PAY0000260,PaymentCaptured,Authorized,Captured,2025-02-17 16:56:00,201,Payment captured,2
EVT00001010,PAY0000260,PaymentSettled,Captured,Settled,2025-02-17 16:58:00,202,Settlement completed,3
EVT00001011,PAY0000261,PaymentCreated,NULL,Created,2025-11-04 17:29:00,100,Payment initiated,0
EVT00001012,PAY0000261,PaymentAuthorized,Created,Authorized,2025-11-04 17:31:00,200,Authorization successful,1
EVT00001013,PAY0000261,PaymentCaptured,Authorized,Captured,2025-11-04 17:33:00,201,Payment captured,2
EVT00001014,PAY0000261,PaymentSettled,Captured,Settled,2025-11-04 17:35:00,202,Settlement completed,3
EVT00001015,PAY0000262,PaymentCreated,NULL,Created,2024-07-11 16:23:00,100,Payment initiated,0
EVT00001016,PAY0000262,PaymentAuthorized,Created,Authorized,2024-07-11 16:25:00,200,Authorization successful,1
EVT00001017,PAY0000262,PaymentCaptured,Authorized,Captured,2024-07-11 16:27:00,201,Payment captured,2
EVT00001018,PAY0000262,PaymentSettled,Captured,Settled,2024-07-11 16:29:00,202,Settlement completed,3
EVT00001019,PAY0000263,PaymentCreated,NULL,Created,2025-05-25 20:28:00,100,Payment initiated,0
EVT00001020,PAY0000263,PaymentAuthorized,Created,Authorized,2025-05-25 20:30:00,200,Authorization successful,1
EVT00001021,PAY0000263,PaymentCaptured,Authorized,Captured,2025-05-25 20:32:00,201,Payment captured,2
EVT00001022,PAY0000263,PaymentSettled,Captured,Settled,2025-05-25 20:34:00,202,Settlement completed,3
EVT00001023,PAY0000264,PaymentCreated,NULL,Created,2024-07-27 08:35:00,100,Payment initiated,0
EVT00001024,PAY0000264,PaymentAuthorized,Created,Authorized,2024-07-27 08:37:00,200,Authorization successful,1
EVT00001025,PAY0000264,PaymentCaptured,Authorized,Captured,2024-07-27 08:39:00,201,Payment captured,2
EVT00001026,PAY0000264,PaymentSettled,Captured,Settled,2024-07-27 08:41:00,202,Settlement completed,3
EVT00001027,PAY0000265,PaymentCreated,NULL,Created,2024-10-21 14:56:00,100,Payment initiated,0
EVT00001028,PAY0000265,PaymentAuthorized,Created,Authorized,2024-10-21 14:58:00,200,Authorization successful,1
EVT00001029,PAY0000265,PaymentCaptured,Authorized,Captured,2024-10-21 15:00:00,201,Payment captured,2
EVT00001030,PAY0000265,PaymentSettled,Captured,Settled,2024-10-21 15:02:00,202,Settlement completed,3
EVT00001031,PAY0000266,PaymentCreated,NULL,Created,2024-05-04 00:40:00,100,Payment initiated,0
EVT00001032,PAY0000266,PaymentAuthorized,Created,Authorized,2024-05-04 00:42:00,200,Authorization successful,1
EVT00001033,PAY0000266,PaymentCaptured,Authorized,Captured,2024-05-04 00:44:00,201,Payment captured,2
EVT00001034,PAY0000266,PaymentSettled,Captured,Settled,2024-05-04 00:46:00,202,Settlement completed,3
EVT00001035,PAY0000267,PaymentCreated,NULL,Created,2024-09-02 22:10:00,100,Payment initiated,0
EVT00001036,PAY0000267,PaymentAuthorized,Created,Authorized,2024-09-02 22:12:00,200,Authorization successful,1
EVT00001037,PAY0000267,PaymentCaptured,Authorized,Captured,2024-09-02 22:14:00,201,Payment captured,2
EVT00001038,PAY0000267,PaymentSettled,Captured,Settled,2024-09-02 22:16:00,202,Settlement completed,3
EVT00001039,PAY0000268,PaymentCreated,NULL,Created,2024-01-15 17:26:00,100,Payment initiated,0
EVT00001040,PAY0000268,PaymentAuthorized,Created,Authorized,2024-01-15 17:28:00,200,Authorization successful,1
EVT00001041,PAY0000268,PaymentFailed,Authorized,Failed,2024-01-15 17:30:00,500,Transaction failed,2
EVT00001042,PAY0000269,PaymentCreated,NULL,Created,2024-04-26 14:07:00,100,Payment initiated,0
EVT00001043,PAY0000269,PaymentAuthorized,Created,Authorized,2024-04-26 14:09:00,200,Authorization successful,1
EVT00001044,PAY0000269,PaymentCaptured,Authorized,Captured,2024-04-26 14:11:00,201,Payment captured,2
EVT00001045,PAY0000269,PaymentSettled,Captured,Settled,2024-04-26 14:13:00,202,Settlement completed,3
EVT00001046,PAY0000270,PaymentCreated,NULL,Created,2024-06-06 15:59:00,100,Payment initiated,0
EVT00001047,PAY0000270,PaymentAuthorized,Created,Authorized,2024-06-06 16:01:00,200,Authorization successful,1
EVT00001048,PAY0000270,PaymentCaptured,Authorized,Captured,2024-06-06 16:03:00,201,Payment captured,2
EVT00001049,PAY0000270,PaymentSettled,Captured,Settled,2024-06-06 16:05:00,202,Settlement completed,3
EVT00001050,PAY0000271,PaymentCreated,NULL,Created,2025-06-05 22:17:00,100,Payment initiated,0
EVT00001051,PAY0000271,PaymentAuthorized,Created,Authorized,2025-06-05 22:19:00,200,Authorization successful,1
EVT00001052,PAY0000271,PaymentCaptured,Authorized,Captured,2025-06-05 22:21:00,201,Payment captured,2
EVT00001053,PAY0000271,PaymentSettled,Captured,Settled,2025-06-05 22:23:00,202,Settlement completed,3
EVT00001054,PAY0000272,PaymentCreated,NULL,Created,2025-05-09 15:15:00,100,Payment initiated,0
EVT00001055,PAY0000272,PaymentAuthorized,Created,Authorized,2025-05-09 15:17:00,200,Authorization successful,1
EVT00001056,PAY0000272,PaymentCaptured,Authorized,Captured,2025-05-09 15:19:00,201,Payment captured,2
EVT00001057,PAY0000272,PaymentSettled,Captured,Settled,2025-05-09 15:21:00,202,Settlement completed,3
EVT00001058,PAY0000273,PaymentCreated,NULL,Created,2024-05-28 12:12:00,100,Payment initiated,0
EVT00001059,PAY0000273,PaymentAuthorized,Created,Authorized,2024-05-28 12:14:00,200,Authorization successful,1
EVT00001060,PAY0000273,PaymentCaptured,Authorized,Captured,2024-05-28 12:16:00,201,Payment captured,2
EVT00001061,PAY0000273,PaymentSettled,Captured,Settled,2024-05-28 12:18:00,202,Settlement completed,3
EVT00001062,PAY0000274,PaymentCreated,NULL,Created,2025-06-04 23:56:00,100,Payment initiated,0
EVT00001063,PAY0000274,PaymentAuthorized,Created,Authorized,2025-06-04 23:58:00,200,Authorization successful,1
EVT00001064,PAY0000274,PaymentCaptured,Authorized,Captured,2025-06-05 00:00:00,201,Payment captured,2
EVT00001065,PAY0000274,PaymentSettled,Captured,Settled,2025-06-05 00:02:00,202,Settlement completed,3
EVT00001066,PAY0000275,PaymentCreated,NULL,Created,2024-03-12 08:49:00,100,Payment initiated,0
EVT00001067,PAY0000275,PaymentAuthorized,Created,Authorized,2024-03-12 08:51:00,200,Authorization successful,1
EVT00001068,PAY0000275,PaymentCaptured,Authorized,Captured,2024-03-12 08:53:00,201,Payment captured,2
EVT00001069,PAY0000275,PaymentSettled,Captured,Settled,2024-03-12 08:55:00,202,Settlement completed,3
EVT00001070,PAY0000276,PaymentCreated,NULL,Created,2025-02-28 10:59:00,100,Payment initiated,0
EVT00001071,PAY0000276,PaymentAuthorized,Created,Authorized,2025-02-28 11:01:00,200,Authorization successful,1
EVT00001072,PAY0000276,PaymentCaptured,Authorized,Captured,2025-02-28 11:03:00,201,Payment captured,2
EVT00001073,PAY0000276,PaymentSettled,Captured,Settled,2025-02-28 11:05:00,202,Settlement completed,3
EVT00001074,PAY0000277,PaymentCreated,NULL,Created,2024-09-30 00:18:00,100,Payment initiated,0
EVT00001075,PAY0000277,PaymentAuthorized,Created,Authorized,2024-09-30 00:20:00,200,Authorization successful,1
EVT00001076,PAY0000277,PaymentCaptured,Authorized,Captured,2024-09-30 00:22:00,201,Payment captured,2
EVT00001077,PAY0000277,PaymentSettled,Captured,Settled,2024-09-30 00:24:00,202,Settlement completed,3
EVT00001078,PAY0000278,PaymentCreated,NULL,Created,2025-08-24 18:42:00,100,Payment initiated,0
EVT00001079,PAY0000278,PaymentAuthorized,Created,Authorized,2025-08-24 18:44:00,200,Authorization successful,1
EVT00001080,PAY0000278,PaymentCaptured,Authorized,Captured,2025-08-24 18:46:00,201,Payment captured,2
EVT00001081,PAY0000278,PaymentSettled,Captured,Settled,2025-08-24 18:48:00,202,Settlement completed,3
EVT00001082,PAY0000279,PaymentCreated,NULL,Created,2024-06-01 14:34:00,100,Payment initiated,0
EVT00001083,PAY0000279,PaymentAuthorized,Created,Authorized,2024-06-01 14:36:00,200,Authorization successful,1
EVT00001084,PAY0000279,PaymentCaptured,Authorized,Captured,2024-06-01 14:38:00,201,Payment captured,2
EVT00001085,PAY0000279,PaymentSettled,Captured,Settled,2024-06-01 14:40:00,202,Settlement completed,3
EVT00001086,PAY0000280,PaymentCreated,NULL,Created,2024-12-06 17:48:00,100,Payment initiated,0
EVT00001087,PAY0000280,PaymentAuthorized,Created,Authorized,2024-12-06 17:50:00,200,Authorization successful,1
EVT00001088,PAY0000280,PaymentCaptured,Authorized,Captured,2024-12-06 17:52:00,201,Payment captured,2
EVT00001089,PAY0000280,PaymentSettled,Captured,Settled,2024-12-06 17:54:00,202,Settlement completed,3
EVT00001090,PAY0000281,PaymentCreated,NULL,Created,2025-04-11 10:55:00,100,Payment initiated,0
EVT00001091,PAY0000281,PaymentAuthorized,Created,Authorized,2025-04-11 10:57:00,200,Authorization successful,1
EVT00001092,PAY0000281,PaymentCaptured,Authorized,Captured,2025-04-11 10:59:00,201,Payment captured,2
EVT00001093,PAY0000281,PaymentSettled,Captured,Settled,2025-04-11 11:01:00,202,Settlement completed,3
EVT00001094,PAY0000282,PaymentCreated,NULL,Created,2024-09-01 18:24:00,100,Payment initiated,0
EVT00001095,PAY0000282,PaymentAuthorized,Created,Authorized,2024-09-01 18:26:00,200,Authorization successful,1
EVT00001096,PAY0000282,PaymentCaptured,Authorized,Captured,2024-09-01 18:28:00,201,Payment captured,2
EVT00001097,PAY0000282,PaymentSettled,Captured,Settled,2024-09-01 18:30:00,202,Settlement completed,3
EVT00001098,PAY0000283,PaymentCreated,NULL,Created,2025-02-24 01:20:00,100,Payment initiated,0
EVT00001099,PAY0000283,PaymentAuthorized,Created,Authorized,2025-02-24 01:22:00,200,Authorization successful,1
EVT00001100,PAY0000283,PaymentCaptured,Authorized,Captured,2025-02-24 01:24:00,201,Payment captured,2
EVT00001101,PAY0000283,PaymentSettled,Captured,Settled,2025-02-24 01:26:00,202,Settlement completed,3
EVT00001102,PAY0000284,PaymentCreated,NULL,Created,2025-01-25 12:42:00,100,Payment initiated,0
EVT00001103,PAY0000284,PaymentAuthorized,Created,Authorized,2025-01-25 12:44:00,200,Authorization successful,1
EVT00001104,PAY0000284,PaymentCaptured,Authorized,Captured,2025-01-25 12:46:00,201,Payment captured,2
EVT00001105,PAY0000284,PaymentSettled,Captured,Settled,2025-01-25 12:48:00,202,Settlement completed,3
EVT00001106,PAY0000285,PaymentCreated,NULL,Created,2025-10-29 04:31:00,100,Payment initiated,0
EVT00001107,PAY0000285,PaymentAuthorized,Created,Authorized,2025-10-29 04:33:00,200,Authorization successful,1
EVT00001108,PAY0000285,PaymentCaptured,Authorized,Captured,2025-10-29 04:35:00,201,Payment captured,2
EVT00001109,PAY0000285,PaymentSettled,Captured,Settled,2025-10-29 04:37:00,202,Settlement completed,3
EVT00001110,PAY0000286,PaymentCreated,NULL,Created,2024-05-09 16:37:00,100,Payment initiated,0
EVT00001111,PAY0000286,PaymentAuthorized,Created,Authorized,2024-05-09 16:39:00,200,Authorization successful,1
EVT00001112,PAY0000286,PaymentCaptured,Authorized,Captured,2024-05-09 16:41:00,201,Payment captured,2
EVT00001113,PAY0000286,PaymentSettled,Captured,Settled,2024-05-09 16:43:00,202,Settlement completed,3
EVT00001114,PAY0000287,PaymentCreated,NULL,Created,2024-04-12 14:06:00,100,Payment initiated,0
EVT00001115,PAY0000287,PaymentAuthorized,Created,Authorized,2024-04-12 14:08:00,200,Authorization successful,1
EVT00001116,PAY0000287,PaymentCaptured,Authorized,Captured,2024-04-12 14:10:00,201,Payment captured,2
EVT00001117,PAY0000287,PaymentSettled,Captured,Settled,2024-04-12 14:12:00,202,Settlement completed,3
EVT00001118,PAY0000288,PaymentCreated,NULL,Created,2025-04-12 00:46:00,100,Payment initiated,0
EVT00001119,PAY0000288,PaymentAuthorized,Created,Authorized,2025-04-12 00:48:00,200,Authorization successful,1
EVT00001120,PAY0000288,PaymentCaptured,Authorized,Captured,2025-04-12 00:50:00,201,Payment captured,2
EVT00001121,PAY0000288,PaymentSettled,Captured,Settled,2025-04-12 00:52:00,202,Settlement completed,3
EVT00001122,PAY0000289,PaymentCreated,NULL,Created,2025-11-01 04:04:00,100,Payment initiated,0
EVT00001123,PAY0000289,PaymentAuthorized,Created,Authorized,2025-11-01 04:06:00,200,Authorization successful,1
EVT00001124,PAY0000289,PaymentCaptured,Authorized,Captured,2025-11-01 04:08:00,201,Payment captured,2
EVT00001125,PAY0000289,PaymentSettled,Captured,Settled,2025-11-01 04:10:00,202,Settlement completed,3
EVT00001126,PAY0000290,PaymentCreated,NULL,Created,2024-09-28 10:39:00,100,Payment initiated,0
EVT00001127,PAY0000290,PaymentAuthorized,Created,Authorized,2024-09-28 10:41:00,200,Authorization successful,1
EVT00001128,PAY0000290,PaymentCaptured,Authorized,Captured,2024-09-28 10:43:00,201,Payment captured,2
EVT00001129,PAY0000290,PaymentSettled,Captured,Settled,2024-09-28 10:45:00,202,Settlement completed,3
EVT00001130,PAY0000291,PaymentCreated,NULL,Created,2025-10-27 02:54:00,100,Payment initiated,0
EVT00001131,PAY0000291,PaymentAuthorized,Created,Authorized,2025-10-27 02:56:00,200,Authorization successful,1
EVT00001132,PAY0000291,PaymentCaptured,Authorized,Captured,2025-10-27 02:58:00,201,Payment captured,2
EVT00001133,PAY0000291,PaymentSettled,Captured,Settled,2025-10-27 03:00:00,202,Settlement completed,3
EVT00001134,PAY0000292,PaymentCreated,NULL,Created,2025-11-21 17:24:00,100,Payment initiated,0
EVT00001135,PAY0000292,PaymentAuthorized,Created,Authorized,2025-11-21 17:26:00,200,Authorization successful,1
EVT00001136,PAY0000292,PaymentCaptured,Authorized,Captured,2025-11-21 17:28:00,201,Payment captured,2
EVT00001137,PAY0000292,PaymentSettled,Captured,Settled,2025-11-21 17:30:00,202,Settlement completed,3
EVT00001138,PAY0000293,PaymentCreated,NULL,Created,2025-10-03 22:56:00,100,Payment initiated,0
EVT00001139,PAY0000293,PaymentAuthorized,Created,Authorized,2025-10-03 22:58:00,200,Authorization successful,1
EVT00001140,PAY0000293,PaymentCaptured,Authorized,Captured,2025-10-03 23:00:00,201,Payment captured,2
EVT00001141,PAY0000293,PaymentSettled,Captured,Settled,2025-10-03 23:02:00,202,Settlement completed,3
EVT00001142,PAY0000294,PaymentCreated,NULL,Created,2025-07-08 01:39:00,100,Payment initiated,0
EVT00001143,PAY0000294,PaymentAuthorized,Created,Authorized,2025-07-08 01:41:00,200,Authorization successful,1
EVT00001144,PAY0000294,PaymentFailed,Authorized,Failed,2025-07-08 01:43:00,500,Transaction failed,2
EVT00001145,PAY0000295,PaymentCreated,NULL,Created,2025-10-08 21:58:00,100,Payment initiated,0
EVT00001146,PAY0000295,PaymentAuthorized,Created,Authorized,2025-10-08 22:00:00,200,Authorization successful,1
EVT00001147,PAY0000295,PaymentCaptured,Authorized,Captured,2025-10-08 22:02:00,201,Payment captured,2
EVT00001148,PAY0000295,PaymentSettled,Captured,Settled,2025-10-08 22:04:00,202,Settlement completed,3
EVT00001149,PAY0000296,PaymentCreated,NULL,Created,2024-08-20 23:05:00,100,Payment initiated,0
EVT00001150,PAY0000296,PaymentAuthorized,Created,Authorized,2024-08-20 23:07:00,200,Authorization successful,1
EVT00001151,PAY0000296,PaymentCaptured,Authorized,Captured,2024-08-20 23:09:00,201,Payment captured,2
EVT00001152,PAY0000296,PaymentSettled,Captured,Settled,2024-08-20 23:11:00,202,Settlement completed,3
EVT00001153,PAY0000297,PaymentCreated,NULL,Created,2024-04-10 20:45:00,100,Payment initiated,0
EVT00001154,PAY0000297,PaymentAuthorized,Created,Authorized,2024-04-10 20:47:00,200,Authorization successful,1
EVT00001155,PAY0000297,PaymentCaptured,Authorized,Captured,2024-04-10 20:49:00,201,Payment captured,2
EVT00001156,PAY0000297,PaymentSettled,Captured,Settled,2024-04-10 20:51:00,202,Settlement completed,3
EVT00001157,PAY0000298,PaymentCreated,NULL,Created,2025-03-30 05:44:00,100,Payment initiated,0
EVT00001158,PAY0000298,PaymentAuthorized,Created,Authorized,2025-03-30 05:46:00,200,Authorization successful,1
EVT00001159,PAY0000298,PaymentCaptured,Authorized,Captured,2025-03-30 05:48:00,201,Payment captured,2
EVT00001160,PAY0000298,PaymentSettled,Captured,Settled,2025-03-30 05:50:00,202,Settlement completed,3
EVT00001161,PAY0000299,PaymentCreated,NULL,Created,2024-01-30 01:20:00,100,Payment initiated,0
EVT00001162,PAY0000299,PaymentAuthorized,Created,Authorized,2024-01-30 01:22:00,200,Authorization successful,1
EVT00001163,PAY0000299,PaymentCaptured,Authorized,Captured,2024-01-30 01:24:00,201,Payment captured,2
EVT00001164,PAY0000299,PaymentSettled,Captured,Settled,2024-01-30 01:26:00,202,Settlement completed,3
EVT00001165,PAY0000300,PaymentCreated,NULL,Created,2024-10-27 11:23:00,100,Payment initiated,0
EVT00001166,PAY0000300,PaymentAuthorized,Created,Authorized,2024-10-27 11:25:00,200,Authorization successful,1
EVT00001167,PAY0000300,PaymentCaptured,Authorized,Captured,2024-10-27 11:27:00,201,Payment captured,2
EVT00001168,PAY0000300,PaymentSettled,Captured,Settled,2024-10-27 11:29:00,202,Settlement completed,3
EVT00001169,PAY0000301,PaymentCreated,NULL,Created,2024-09-07 16:26:00,100,Payment initiated,0
EVT00001170,PAY0000301,PaymentAuthorized,Created,Authorized,2024-09-07 16:28:00,200,Authorization successful,1
EVT00001171,PAY0000301,PaymentCaptured,Authorized,Captured,2024-09-07 16:30:00,201,Payment captured,2
EVT00001172,PAY0000301,PaymentSettled,Captured,Settled,2024-09-07 16:32:00,202,Settlement completed,3
EVT00001173,PAY0000302,PaymentCreated,NULL,Created,2024-07-03 05:11:00,100,Payment initiated,0
EVT00001174,PAY0000302,PaymentAuthorized,Created,Authorized,2024-07-03 05:13:00,200,Authorization successful,1
EVT00001175,PAY0000302,PaymentFailed,Authorized,Failed,2024-07-03 05:15:00,500,Transaction failed,2
EVT00001176,PAY0000303,PaymentCreated,NULL,Created,2025-01-26 19:43:00,100,Payment initiated,0
EVT00001177,PAY0000303,PaymentAuthorized,Created,Authorized,2025-01-26 19:45:00,200,Authorization successful,1
EVT00001178,PAY0000303,PaymentCaptured,Authorized,Captured,2025-01-26 19:47:00,201,Payment captured,2
EVT00001179,PAY0000303,PaymentSettled,Captured,Settled,2025-01-26 19:49:00,202,Settlement completed,3
EVT00001180,PAY0000304,PaymentCreated,NULL,Created,2025-08-20 04:14:00,100,Payment initiated,0
EVT00001181,PAY0000304,PaymentAuthorized,Created,Authorized,2025-08-20 04:16:00,200,Authorization successful,1
EVT00001182,PAY0000304,PaymentCaptured,Authorized,Captured,2025-08-20 04:18:00,201,Payment captured,2
EVT00001183,PAY0000304,PaymentSettled,Captured,Settled,2025-08-20 04:20:00,202,Settlement completed,3
EVT00001184,PAY0000305,PaymentCreated,NULL,Created,2024-09-17 14:16:00,100,Payment initiated,0
EVT00001185,PAY0000305,PaymentAuthorized,Created,Authorized,2024-09-17 14:18:00,200,Authorization successful,1
