invoice_id,merchant_id,customer_id,invoice_number,invoice_amount,currency,due_date,invoice_status,created_at,paid_at
INV0000209,MER000032,CUS000246,INV-2024-000209,853,INR,2024-07-28,Partially Paid,2024-07-09 15:33:00,2024-07-12 15:33:00
INV0000210,MER000034,CUS000199,INV-2024-000210,8312,INR,2024-09-05,Partially Paid,2024-08-07 19:18:00,2024-08-22 19:18:00
INV0000211,MER000026,CUS000032,INV-2024-000211,175,INR,2025-05-06,Paid,2025-04-07 05:57:00,2025-04-09 05:57:00
INV0000212,MER000041,CUS000171,INV-2024-000212,2064,INR,2025-08-02,Partially Paid,2025-07-17 17:18:00,2025-07-22 17:18:00
INV0000213,MER000047,CUS000131,INV-2024-000213,4293,INR,2024-06-13,Paid,2024-05-22 07:50:00,2024-06-08 07:50:00
INV0000214,MER000048,CUS000120,INV-2024-000214,46153,INR,2024-05-21,Paid,2024-05-12 19:56:00,2024-05-18 19:56:00
INV0000215,MER000062,CUS000135,INV-2024-000215,7709,INR,2025-08-28,Paid,2025-08-11 02:08:00,2025-08-25 02:08:00
INV0000216,MER000060,CUS000175,INV-2024-000216,3103,INR,2025-07-30,Pending,2025-07-18 20:37:00,
INV0000217,MER000017,CUS000111,INV-2024-000217,1908,INR,2024-05-23,Paid,2024-05-07 16:09:00,2024-05-17 16:09:00
INV0000218,MER000029,CUS000089,INV-2024-000218,44007,INR,2024-10-30,Paid,2024-10-17 02:16:00,2024-10-25 02:16:00
INV0000219,MER000036,CUS000033,INV-2024-000219,9741,INR,2024-04-17,Paid,2024-04-05 16:41:00,2024-04-14 16:41:00
INV0000220,MER000020,CUS000044,INV-2024-000220,6532,INR,2025-08-07,Paid,2025-07-31 01:52:00,2025-08-04 01:52:00
INV0000221,MER000027,CUS000197,INV-2024-000221,1497,INR,2025-06-09,Paid,2025-05-24 20:34:00,2025-06-02 20:34:00
INV0000222,MER000062,CUS000063,INV-2024-000222,36614,INR,2024-11-29,Paid,2024-10-31 14:04:00,2024-11-14 14:04:00
INV0000223,MER000054,CUS000124,INV-2024-000223,6574,INR,2025-10-12,Paid,2025-09-13 04:20:00,2025-10-10 04:20:00
INV0000224,MER000045,CUS000250,INV-2024-000224,7071,INR,2025-06-28,Paid,2025-06-11 17:06:00,2025-06-14 17:06:00
INV0000225,MER000035,CUS000116,INV-2024-000225,2587,INR,2024-03-18,Paid,2024-02-21 09:24:00,2024-02-26 09:24:00
INV0000226,MER000042,CUS000240,INV-2024-000226,6124,INR,2024-08-05,Paid,2024-07-13 05:31:00,2024-07-22 05:31:00
INV0000227,MER000064,CUS000006,INV-2024-000227,502,INR,2025-06-14,Paid,2025-06-01 14:15:00,2025-06-01 14:15:00
INV0000228,MER000007,CUS000073,INV-2024-000228,8711,INR,2024-10-29,Paid,2024-10-19 17:00:00,2024-10-23 17:00:00
INV0000229,MER000047,CUS000196,INV-2024-000229,1742,INR,2025-03-10,Paid,2025-02-14 01:36:00,2025-03-03 01:36:00
INV0000230,MER000037,CUS000019,INV-2024-000230,8379,INR,2025-08-12,Paid,2025-07-17 08:52:00,2025-07-20 08:52:00
INV0000231,MER000017,CUS000250,INV-2024-000231,482,INR,2024-12-24,Paid,2024-12-13 17:23:00,2024-12-21 17:23:00
INV0000232,MER000052,CUS000129,INV-2024-000232,139,INR,2024-06-11,Paid,2024-05-20 22:21:00,2024-05-24 22:21:00
INV0000233,MER000066,CUS000036,INV-2024-000233,6219,INR,2024-07-15,Pending,2024-06-15 12:39:00,
INV0000234,MER000044,CUS000130,INV-2024-000234,44888,INR,2025-06-01,Paid,2025-05-16 22:36:00,2025-05-16 22:36:00
INV0000235,MER000048,CUS000085,INV-2024-000235,7825,INR,2025-09-19,Partially Paid,2025-08-20 09:50:00,2025-09-09 09:50:00
INV0000236,MER000004,CUS000153,INV-2024-000236,4729,INR,2024-03-05,Paid,2024-02-22 18:30:00,2024-03-04 18:30:00
INV0000237,MER000049,CUS000038,INV-2024-000237,25873,INR,2024-02-12,Paid,2024-02-02 18:44:00,2024-02-09 18:44:00
INV0000238,MER000041,CUS000108,INV-2024-000238,807,INR,2024-08-22,Partially Paid,2024-07-27 13:32:00,2024-08-19 13:32:00
INV0000239,MER000008,CUS000181,INV-2024-000239,312,INR,2025-08-19,Paid,2025-07-28 10:42:00,2025-08-07 10:42:00
INV0000240,MER000023,CUS000118,INV-2024-000240,32435,INR,2025-08-12,Paid,2025-07-13 11:43:00,2025-08-07 11:43:00
INV0000241,MER000034,CUS000157,INV-2024-000241,5039,INR,2024-10-26,Overdue,2024-10-12 17:19:00,
INV0000242,MER000039,CUS000198,INV-2024-000242,4397,INR,2025-06-02,Paid,2025-05-15 10:30:00,2025-05-23 10:30:00
INV0000243,MER000037,CUS000032,INV-2024-000243,9900,INR,2025-02-10,Overdue,2025-01-23 12:52:00,
INV0000244,MER000019,CUS000075,INV-2024-000244,831,INR,2024-04-11,Paid,2024-03-21 11:59:00,2024-04-05 11:59:00
INV0000245,MER000028,CUS000052,INV-2024-000245,27769,INR,2025-08-09,Paid,2025-07-29 22:17:00,2025-08-09 22:17:00
INV0000246,MER000031,CUS000063,INV-2024-000246,643,INR,2024-08-27,Paid,2024-08-19 20:14:00,2024-08-24 20:14:00
INV0000247,MER000061,CUS000026,INV-2024-000247,3253,INR,2024-01-18,Paid,2024-01-06 17:59:00,2024-01-13 17:59:00
INV0000248,MER000062,CUS000167,INV-2024-000248,394,INR,2024-12-02,Partially Paid,2024-11-24 09:41:00,2024-11-25 09:41:00
INV0000249,MER000030,CUS000137,INV-2024-000249,12445,INR,2024-07-10,Overdue,2024-06-28 13:56:00,
INV0000250,MER000005,CUS000215,INV-2024-000250,9117,INR,2024-07-25,Partially Paid,2024-07-09 23:55:00,2024-07-09 23:55:00
INV0000251,MER000039,CUS000146,INV-2024-000251,6490,INR,2024-11-11,Paid,2024-10-18 14:41:00,2024-10-22 14:41:00
INV0000252,MER000065,CUS000120,INV-2024-000252,2846,INR,2024-12-25,Paid,2024-12-04 05:46:00,2024-12-09 05:46:00
INV0000253,MER000002,CUS000189,INV-2024-000253,5834,INR,2025-08-17,Paid,2025-08-04 21:48:00,2025-08-17 21:48:00
INV0000254,MER000052,CUS000212,INV-2024-000254,6373,INR,2024-04-08,Paid,2024-03-29 12:42:00,2024-03-31 12:42:00
INV0000255,MER000062,CUS000083,INV-2024-000255,10448,INR,2024-10-15,Pending,2024-09-24 12:15:00,
INV0000256,MER000043,CUS000078,INV-2024-000256,1188,INR,2024-10-23,Paid,2024-09-24 20:23:00,2024-10-15 20:23:00
INV0000257,MER000016,CUS000120,INV-2024-000257,7643,INR,2025-06-14,Paid,2025-05-29 22:49:00,2025-06-07 22:49:00
INV0000258,MER000048,CUS000158,INV-2024-000258,3189,INR,2025-06-03,Cancelled,2025-05-04 04:29:00,
INV0000259,MER000048,CUS000107,INV-2024-000259,40857,INR,2025-07-17,Pending,2025-07-04 21:52:00,
INV0000260,MER000011,CUS000135,INV-2024-000260,6928,INR,2024-03-28,Pending,2024-03-20 18:07:00,
INV0000261,MER000065,CUS000052,INV-2024-000261,3456,INR,2024-07-10,Paid,2024-06-17 10:54:00,2024-07-08 10:54:00
INV0000262,MER000027,CUS000184,INV-2024-000262,2490,INR,2025-06-14,Paid,2025-06-06 14:51:00,2025-06-14 14:51:00
INV0000263,MER000054,CUS000117,INV-2024-000263,8576,INR,2025-11-26,Paid,2025-11-19 09:46:00,2025-11-19 09:46:00
INV0000264,MER000028,CUS000149,INV-2024-000264,533,INR,2025-01-11,Cancelled,2024-12-18 22:04:00,
INV0000265,MER000009,CUS000240,INV-2024-000265,5704,INR,2025-03-05,Pending,2025-02-22 05:49:00,
INV0000266,MER000054,CUS000096,INV-2024-000266,150265,INR,2025-04-13,Paid,2025-04-04 12:24:00,2025-04-12 12:24:00
INV0000267,MER000018,CUS000168,INV-2024-000267,17775,INR,2024-07-24,Paid,2024-07-01 17:25:00,2024-07-08 17:25:00
INV0000268,MER000001,CUS000194,INV-2024-000268,405,INR,2025-05-13,Paid,2025-04-19 21:46:00,2025-05-01 21:46:00
INV0000269,MER000030,CUS000064,INV-2024-000269,3542,INR,2024-11-08,Pending,2024-10-09 06:59:00,
INV0000270,MER000005,CUS000208,INV-2024-000270,1257,INR,2024-09-13,Paid,2024-09-03 06:04:00,2024-09-10 06:04:00
INV0000271,MER000007,CUS000063,INV-2024-000271,36363,INR,2025-04-07,Pending,2025-03-25 07:34:00,
INV0000272,MER000008,CUS000036,INV-2024-000272,5740,INR,2024-09-13,Paid,2024-08-27 23:36:00,2024-09-06 23:36:00
INV0000273,MER000031,CUS000078,INV-2024-000273,44161,INR,2024-08-29,Paid,2024-08-14 13:19:00,2024-08-19 13:19:00
INV0000274,MER000055,CUS000143,INV-2024-000274,6643,INR,2025-11-12,Paid,2025-10-20 21:24:00,2025-11-02 21:24:00
INV0000275,MER000053,CUS000039,INV-2024-000275,4013,INR,2025-07-18,Paid,2025-07-04 15:15:00,2025-07-15 15:15:00
INV0000276,MER000019,CUS000207,INV-2024-000276,1945,INR,2025-08-22,Paid,2025-07-29 13:26:00,2025-08-10 13:26:00
INV0000277,MER000032,CUS000066,INV-2024-000277,2296,INR,2025-04-29,Pending,2025-04-05 11:05:00,
INV0000278,MER000025,CUS000014,INV-2024-000278,1648,INR,2024-04-09,Pending,2024-03-15 06:51:00,
INV0000279,MER000028,CUS000123,INV-2024-000279,6456,INR,2024-11-19,Overdue,2024-11-06 00:13:00,
INV0000280,MER000016,CUS000192,INV-2024-000280,175547,INR,2024-10-04,Paid,2024-09-05 22:38:00,2024-10-04 22:38:00
INV0000281,MER000031,CUS000142,INV-2024-000281,5638,INR,2025-02-20,Paid,2025-01-24 14:34:00,2025-02-01 14:34:00
INV0000282,MER000047,CUS000132,INV-2024-000282,40541,INR,2024-04-27,Partially Paid,2024-04-10 23:30:00,2024-04-21 23:30:00
INV0000283,MER000041,CUS000106,INV-2024-000283,984,INR,2024-08-21,Paid,2024-08-14 23:09:00,2024-08-20 23:09:00
INV0000284,MER000038,CUS000040,INV-2024-000284,335,INR,2025-02-06,Paid,2025-01-23 18:53:00,2025-02-02 18:53:00
INV0000285,MER000044,CUS000066,INV-2024-000285,42023,INR,2025-11-09,Paid,2025-10-19 23:31:00,2025-10-30 23:31:00
INV0000286,MER000022,CUS000036,INV-2024-000286,42003,INR,2024-07-15,Paid,2024-07-07 17:41:00,2024-07-08 17:41:00
INV0000287,MER000007,CUS000196,INV-2024-000287,240,INR,2025-11-05,Paid,2025-10-07 07:04:00,2025-10-13 07:04:00
INV0000288,MER000065,CUS000117,INV-2024-000288,8917,INR,2025-11-13,Paid,2025-11-06 15:01:00,2025-11-12 15:01:00
INV0000289,MER000002,CUS000005,INV-2024-000289,5502,INR,2025-07-25,Pending,2025-07-02 09:01:00,
INV0000290,MER000056,CUS000207,INV-2024-000290,21749,INR,2024-04-30,Paid,2024-04-19 03:33:00,2024-04-28 03:33:00
INV0000291,MER000068,CUS000065,INV-2024-000291,27520,INR,2025-03-01,Paid,2025-02-10 02:23:00,2025-02-17 02:23:00
INV0000292,MER000029,CUS000077,INV-2024-000292,2321,INR,2025-11-08,Paid,2025-10-31 20:48:00,2025-11-06 20:48:00
INV0000293,MER000049,CUS000142,INV-2024-000293,1155,INR,2024-07-14,Paid,2024-06-24 02:31:00,2024-07-04 02:31:00
INV0000294,MER000013,CUS000230,INV-2024-000294,1698,INR,2024-09-21,Partially Paid,2024-08-23 06:57:00,2024-09-07 06:57:00
INV0000295,MER000035,CUS000012,INV-2024-000295,28375,INR,2025-07-18,Paid,2025-07-10 18:42:00,2025-07-15 18:42:00
INV0000296,MER000003,CUS000247,INV-2024-000296,3363,INR,2025-02-23,Paid,2025-02-11 02:19:00,2025-02-20 02:19:00
INV0000297,MER000050,CUS000174,INV-2024-000297,31741,INR,2025-02-26,Pending,2025-01-28 23:08:00,
INV0000298,MER000065,CUS000191,INV-2024-000298,64077,INR,2024-04-19,Paid,2024-04-10 13:14:00,2024-04-19 13:14:00
INV0000299,MER000051,CUS000249,INV-2024-000299,11942,INR,2025-11-01,Paid,2025-10-11 08:50:00,2025-10-22 08:50:00
INV0000300,MER000049,CUS000111,INV-2024-000300,699,INR,2025-12-03,Paid,2025-11-07 12:05:00,2025-11-14 12:05:00
INV0000301,MER000010,CUS000022,INV-2024-000301,7226,INR,2025-10-30,Paid,2025-10-11 04:47:00,2025-10-14 04:47:00
INV0000302,MER000012,CUS000002,INV-2024-000302,39147,INR,2025-01-14,Paid,2025-01-03 08:06:00,2025-01-09 08:06:00
INV0000303,MER000058,CUS000143,INV-2024-000303,7686,INR,2024-05-03,Paid,2024-04-15 00:05:00,2024-04-25 00:05:00
INV0000304,MER000050,CUS000004,INV-2024-000304,7354,INR,2024-04-20,Partially Paid,2024-03-27 23:57:00,2024-04-03 23:57:00
INV0000305,MER000067,CUS000044,INV-2024-000305,3778,INR,2024-06-06,Paid,2024-05-22 08:19:00,2024-05-24 08:19:00
INV0000306,MER000022,CUS000112,INV-2024-000306,5912,INR,2025-05-25,Overdue,2025-05-10 02:23:00,
INV0000307,MER000064,CUS000153,INV-2024-000307,8502,INR,2024-04-26,Overdue,2024-04-19 04:19:00,
INV0000308,MER000043,CUS000216,INV-2024-000308,6400,INR,2025-04-22,Overdue,2025-03-26 10:27:00,
INV0000309,MER000018,CUS000077,INV-2024-000309,4291,INR,2025-05-24,Overdue,2025-05-05 10:11:00,
INV0000310,MER000038,CUS000189,INV-2024-000310,9045,INR,2025-08-31,Paid,2025-08-12 07:20:00,2025-08-24 07:20:00
INV0000311,MER000047,CUS000030,INV-2024-000311,23095,INR,2025-09-26,Pending,2025-08-29 17:11:00,
INV0000312,MER000004,CUS000244,INV-2024-000312,23740,INR,2025-04-22,Paid,2025-03-24 09:53:00,2025-04-20 09:53:00
INV0000313,MER000053,CUS000173,INV-2024-000313,5962,INR,2024-09-15,Pending,2024-09-04 08:42:00,
INV0000314,MER000049,CUS000019,INV-2024-000314,8852,INR,2025-09-11,Partially Paid,2025-08-19 12:34:00,2025-09-10 12:34:00
INV0000315,MER000054,CUS000140,INV-2024-000315,468,INR,2025-07-12,Paid,2025-07-03 19:40:00,2025-07-06 19:40:00
INV0000316,MER000046,CUS000043,INV-2024-000316,1726,INR,2025-08-26,Paid,2025-07-30 20:43:00,2025-08-23 20:43:00
INV0000317,MER000043,CUS000248,INV-2024-000317,16944,INR,2024-01-25,Paid,2024-01-11 03:16:00,2024-01-19 03:16:00
INV0000318,MER000029,CUS000115,INV-2024-000318,8587,INR,2025-12-19,Paid,2025-11-26 18:44:00,2025-11-26 18:44:00
INV0000319,MER000062,CUS000027,INV-2024-000319,2407,INR,2024-05-16,Paid,2024-04-28 23:09:00,2024-05-12 23:09:00
INV0000320,MER000027,CUS000134,INV-2024-000320,8802,INR,2024-05-08,Paid,2024-04-09 14:46:00,2024-04-11 14:46:00
INV0000321,MER000039,CUS000012,INV-2024-000321,17543,INR,2024-02-03,Paid,2024-01-24 10:41:00,2024-01-26 10:41:00
INV0000322,MER000032,CUS000133,INV-2024-000322,263,INR,2024-12-25,Paid,2024-12-04 17:27:00,2024-12-16 17:27:00
INV0000323,MER000024,CUS000048,INV-2024-000323,8081,INR,2025-03-07,Partially Paid,2025-02-09 00:47:00,2025-02-23 00:47:00
INV0000324,MER000055,CUS000100,INV-2024-000324,319,INR,2024-08-27,Pending,2024-07-29 08:48:00,
INV0000325,MER000009,CUS000148,INV-2024-000325,992,INR,2025-07-20,Paid,2025-07-03 05:23:00,2025-07-06 05:23:00
INV0000326,MER000034,CUS000172,INV-2024-000326,44585,INR,2025-11-04,Paid,2025-10-16 10:38:00,2025-11-03 10:38:00
INV0000327,MER000015,CUS000090,INV-2024-000327,8502,INR,2025-10-22,Pending,2025-09-24 05:52:00,
INV0000328,MER000039,CUS000236,INV-2024-000328,2389,INR,2025-11-29,Paid,2025-11-19 04:20:00,2025-11-20 04:20:00
INV0000329,MER000024,CUS000096,INV-2024-000329,9370,INR,2025-02-12,Paid,2025-02-01 13:38:00,2025-02-07 13:38:00
INV0000330,MER000024,CUS000125,INV-2024-000330,3839,INR,2025-08-07,Paid,2025-07-22 05:31:00,2025-08-01 05:31:00
INV0000331,MER000058,CUS000159,INV-2024-000331,467,INR,2024-01-23,Pending,2024-01-10 15:08:00,
INV0000332,MER000065,CUS000168,INV-2024-000332,9057,INR,2025-03-22,Paid,2025-03-01 22:53:00,2025-03-03 22:53:00
INV0000333,MER000004,CUS000204,INV-2024-000333,29143,INR,2024-02-27,Paid,2024-02-03 08:14:00,2024-02-27 08:14:00
INV0000334,MER000059,CUS000145,INV-2024-000334,42461,INR,2025-08-10,Paid,2025-07-16 16:07:00,2025-08-09 16:07:00
INV0000335,MER000070,CUS000211,INV-2024-000335,192094,INR,2024-03-07,Paid,2024-02-12 23:28:00,2024-02-25 23:28:00
INV0000336,MER000014,CUS000189,INV-2024-000336,26223,INR,2024-11-15,Paid,2024-10-31 01:28:00,2024-11-02 01:28:00
INV0000337,MER000057,CUS000222,INV-2024-000337,112114,INR,2024-08-31,Paid,2024-08-02 23:37:00,2024-08-24 23:37:00
INV0000338,MER000055,CUS000043,INV-2024-000338,4386,INR,2024-08-17,Paid,2024-07-30 01:36:00,2024-08-16 01:36:00
INV0000339,MER000022,CUS000083,INV-2024-000339,126713,INR,2024-11-15,Cancelled,2024-10-23 18:17:00,
INV0000340,MER000013,CUS000035,INV-2024-000340,157898,INR,2024-03-28,Paid,2024-03-01 08:55:00,2024-03-28 08:55:00
INV0000341,MER000017,CUS000064,INV-2024-000341,429,INR,2024-10-02,Paid,2024-09-10 21:25:00,2024-09-30 21:25:00
INV0000342,MER000035,CUS000161,INV-2024-000342,8406,INR,2024-03-27,Paid,2024-03-18 20:50:00,2024-03-22 20:50:00
INV0000343,MER000048,CUS000117,INV-2024-000343,135797,INR,2025-09-17,Paid,2025-08-18 00:55:00,2025-09-01 00:55:00
INV0000344,MER000046,CUS000218,INV-2024-000344,647,INR,2025-02-24,Paid,2025-02-11 06:27:00,2025-02-16 06:27:00
INV0000345,MER000037,CUS000087,INV-2024-000345,3140,INR,2025-08-19,Partially Paid,2025-08-02 15:50:00,2025-08-03 15:50:00
INV0000346,MER000006,CUS000026,INV-2024-000346,8530,INR,2024-01-29,Paid,2024-01-17 03:59:00,2024-01-17 03:59:00
INV0000347,MER000055,CUS000052,INV-2024-000347,84581,INR,2025-11-11,Paid,2025-10-27 09:10:00,2025-11-07 09:10:00
INV0000348,MER000033,CUS000022,INV-2024-000348,3712,INR,2024-03-10,Pending,2024-02-23 12:40:00,
INV0000349,MER000030,CUS000110,INV-2024-000349,2560,INR,2024-01-11,Paid,2024-01-02 06:30:00,2024-01-05 06:30:00
INV0000350,MER000067,CUS000175,INV-2024-000350,1133,INR,2025-01-06,Paid,2024-12-17 03:55:00,2025-01-01 03:55:00
INV0000351,MER000010,CUS000059,INV-2024-000351,2679,INR,2024-05-01,Paid,2024-04-15 10:23:00,2024-04-19 10:23:00
INV0000352,MER000019,CUS000018,INV-2024-000352,1139,INR,2025-10-07,Paid,2025-09-16 20:10:00,2025-09-22 20:10:00
INV0000353,MER000020,CUS000236,INV-2024-000353,8249,INR,2024-08-20,Paid,2024-08-10 02:57:00,2024-08-11 02:57:00
INV0000354,MER000050,CUS000090,INV-2024-000354,132446,INR,2024-06-19,Paid,2024-05-23 07:17:00,2024-06-09 07:17:00
INV0000355,MER000037,CUS000200,INV-2024-000355,11758,INR,2025-11-28,Paid,2025-11-05 09:13:00,2025-11-11 09:13:00
INV0000356,MER000051,CUS000076,INV-2024-000356,4922,INR,2025-06-04,Paid,2025-05-21 12:07:00,2025-05-30 12:07:00
INV0000357,MER000010,CUS000136,INV-2024-000357,10791,INR,2025-01-23,Partially Paid,2025-01-04 10:08:00,2025-01-22 10:08:00
INV0000358,MER000054,CUS000094,INV-2024-000358,3831,INR,2025-05-22,Paid,2025-04-27 02:01:00,2025-05-05 02:01:00
INV0000359,MER000028,CUS000011,INV-2024-000359,36082,INR,2025-07-01,Paid,2025-06-02 09:40:00,2025-06-15 09:40:00
INV0000360,MER000055,CUS000180,INV-2024-000360,9792,INR,2025-07-19,Paid,2025-07-04 19:09:00,2025-07-06 19:09:00
INV0000361,MER000066,CUS000236,INV-2024-000361,3546,INR,2025-07-28,Paid,2025-07-03 10:25:00,2025-07-23 10:25:00
INV0000362,MER000009,CUS000080,INV-2024-000362,4910,INR,2024-03-20,Paid,2024-02-29 07:05:00,2024-03-19 07:05:00
INV0000363,MER000008,CUS000080,INV-2024-000363,3878,INR,2024-05-13,Pending,2024-05-02 00:45:00,
INV0000364,MER000021,CUS000128,INV-2024-000364,187103,INR,2025-06-25,Paid,2025-06-13 23:16:00,2025-06-24 23:16:00
INV0000365,MER000035,CUS000188,INV-2024-000365,11924,INR,2025-01-01,Paid,2024-12-09 13:17:00,2024-12-31 13:17:00
INV0000366,MER000010,CUS000128,INV-2024-000366,6901,INR,2024-03-22,Paid,2024-02-26 15:54:00,2024-03-02 15:54:00
INV0000367,MER000033,CUS000198,INV-2024-000367,687,INR,2025-12-05,Pending,2025-11-21 23:07:00,
INV0000368,MER000001,CUS000012,INV-2024-000368,10806,INR,2024-09-25,Paid,2024-09-07 01:30:00,2024-09-11 01:30:00
INV0000369,MER000023,CUS000239,INV-2024-000369,59271,INR,2025-08-16,Paid,2025-07-20 22:47:00,2025-07-30 22:47:00
INV0000370,MER000032,CUS000107,INV-2024-000370,30968,INR,2024-10-22,Paid,2024-10-04 02:36:00,2024-10-05 02:36:00
INV0000371,MER000023,CUS000058,INV-2024-000371,13010,INR,2025-03-07,Partially Paid,2025-02-14 02:56:00,2025-02-23 02:56:00
INV0000372,MER000042,CUS000023,INV-2024-000372,1131,INR,2025-02-06,Pending,2025-01-12 06:18:00,
INV0000373,MER000032,CUS000119,INV-2024-000373,9084,INR,2024-08-12,Pending,2024-07-19 23:57:00,
INV0000374,MER000032,CUS000039,INV-2024-000374,519,INR,2024-02-12,Paid,2024-01-25 07:34:00,2024-01-25 07:34:00
INV0000375,MER000043,CUS000001,INV-2024-000375,34660,INR,2024-12-03,Cancelled,2024-11-10 03:13:00,
INV0000376,MER000054,CUS000126,INV-2024-000376,87323,INR,2024-10-27,Partially Paid,2024-10-13 02:02:00,2024-10-21 02:02:00
INV0000377,MER000053,CUS000180,INV-2024-000377,40046,INR,2024-04-19,Paid,2024-03-27 18:06:00,2024-04-08 18:06:00
INV0000378,MER000010,CUS000152,INV-2024-000378,8127,INR,2025-11-25,Paid,2025-11-09 04:15:00,2025-11-19 04:15:00
INV0000379,MER000051,CUS000180,INV-2024-000379,31382,INR,2024-12-05,Paid,2024-11-21 14:17:00,2024-11-24 14:17:00
INV0000380,MER000018,CUS000200,INV-2024-000380,17142,INR,2024-06-29,Paid,2024-06-08 03:10:00,2024-06-21 03:10:00
INV0000381,MER000016,CUS000138,INV-2024-000381,4402,INR,2025-04-22,Partially Paid,2025-04-07 09:29:00,2025-04-09 09:29:00
INV0000382,MER000021,CUS000207,INV-2024-000382,1661,INR,2024-08-17,Pending,2024-08-08 10:09:00,
INV0000383,MER000046,CUS000102,INV-2024-000383,5897,INR,2024-10-12,Partially Paid,2024-09-23 05:01:00,2024-10-10 05:01:00
INV0000384,MER000032,CUS000025,INV-2024-000384,3291,INR,2024-05-18,Paid,2024-05-04 00:03:00,2024-05-17 00:03:00
INV0000385,MER000052,CUS000096,INV-2024-000385,2377,INR,2025-08-28,Paid,2025-08-19 18:16:00,2025-08-20 18:16:00
INV0000386,MER000026,CUS000232,INV-2024-000386,3111,INR,2024-04-12,Overdue,2024-04-04 10:07:00,
INV0000387,MER000007,CUS000044,INV-2024-000387,38388,INR,2025-02-27,Paid,2025-02-08 15:01:00,2025-02-13 15:01:00
INV0000388,MER000046,CUS000055,INV-2024-000388,28022,INR,2024-10-24,Paid,2024-10-13 14:56:00,2024-10-22 14:56:00
INV0000389,MER000032,CUS000166,INV-2024-000389,7751,INR,2025-07-26,Paid,2025-07-17 15:03:00,2025-07-19 15:03:00
INV0000390,MER000054,CUS000052,INV-2024-000390,9615,INR,2024-10-06,Pending,2024-09-12 20:51:00,
INV0000391,MER000049,CUS000201,INV-2024-000391,41437,INR,2025-08-05,Paid,2025-07-11 15:22:00,2025-07-23 15:22:00
INV0000392,MER000035,CUS000047,INV-2024-000392,711,INR,2024-08-27,Paid,2024-08-12 00:57:00,2024-08-27 00:57:00
INV0000393,MER000068,CUS000092,INV-2024-000393,25255,INR,2024-07-10,Paid,2024-06-12 03:15:00,2024-06-29 03:15:00
INV0000394,MER000008,CUS000196,INV-2024-000394,107518,INR,2025-08-24,Paid,2025-08-12 12:22:00,2025-08-21 12:22:00
INV0000395,MER000041,CUS000207,INV-2024-000395,33514,INR,2025-09-26,Paid,2025-08-28 00:45:00,2025-09-15 00:45:00
INV0000396,MER000019,CUS000145,INV-2024-000396,42259,INR,2025-07-31,Paid,2025-07-09 09:11:00,2025-07-10 09:11:00
INV0000397,MER000030,CUS000155,INV-2024-000397,9626,INR,2025-05-30,Paid,2025-05-04 00:21:00,2025-05-08 00:21:00
INV0000398,MER000044,CUS000184,INV-2024-000398,921,INR,2024-12-08,Paid,2024-11-27 01:01:00,2024-11-29 01:01:00
INV0000399,MER000015,CUS000217,INV-2024-000399,6979,INR,2024-04-12,Paid,2024-03-15 11:45:00,2024-03-18 11:45:00
INV0000400,MER000044,CUS000078,INV-2024-000400,3581,INR,2025-04-19,Paid,2025-03-23 20:31:00,2025-04-14 20:31:00
INV0000401,MER000046,CUS000058,INV-2024-000401,3873,INR,2025-02-20,Paid,2025-01-22 09:46:00,2025-01-27 09:46:00
INV0000402,MER000001,CUS000243,INV-2024-000402,47542,INR,2025-02-16,Paid,2025-02-04 18:02:00,2025-02-16 18:02:00
INV0000403,MER000029,CUS000164,INV-2024-000403,9130,INR,2024-06-02,Paid,2024-05-24 10:47:00,2024-05-29 10:47:00
INV0000404,MER000022,CUS000163,INV-2024-000404,15815,INR,2025-12-04,Paid,2025-11-17 20:46:00,2025-11-25 20:46:00
INV0000405,MER000027,CUS000064,INV-2024-000405,6743,INR,2024-09-26,Paid,2024-09-19 03:46:00,2024-09-26 03:46:00
INV0000406,MER000054,CUS000249,INV-2024-000406,523,INR,2025-06-12,Paid,2025-05-19 12:22:00,2025-06-03 12:22:00
INV0000407,MER000029,CUS000042,INV-2024-000407,1548,INR,2024-11-12,Overdue,2024-10-28 00:20:00,
INV0000408,MER000010,CUS000088,INV-2024-000408,484,INR,2024-07-07,Overdue,2024-06-13 23:04:00,
INV0000409,MER000012,CUS000087,INV-2024-000409,8910,INR,2024-02-13,Paid,2024-02-01 13:41:00,2024-02-07 13:41:00
INV0000410,MER000021,CUS000014,INV-2024-000410,310,INR,2024-08-06,Pending,2024-07-13 13:44:00,
INV0000411,MER000070,CUS000068,INV-2024-000411,5873,INR,2024-09-19,Paid,2024-08-31 03:03:00,2024-09-15 03:03:00
INV0000412,MER000020,CUS000014,INV-2024-000412,8006,INR,2024-04-27,Paid,2024-03-30 09:52:00,2024-04-14 09:52:00
INV0000413,MER000026,CUS000025,INV-2024-000413,274,INR,2025-11-06,Pending,2025-10-15 09:05:00,
INV0000414,MER000040,CUS000201,INV-2024-000414,9014,INR,2025-12-04,Paid,2025-11-07 08:05:00,2025-11-12 08:05:00
INV0000415,MER000048,CUS000227,INV-2024-000415,4057,INR,2025-04-22,Paid,2025-04-01 01:16:00,2025-04-08 01:16:00
INV0000416,MER000035,CUS000145,INV-2024-000416,870,INR,2025-12-12,Paid,2025-11-14 03:05:00,2025-12-01 03:05:00
